Province_State,Old_Date,Confirmed,Deaths,Month,Day,Year,Date
Mississippi,10-16-2021,497790,9917,10,16,2021,2021-10-16
Missouri,10-16-2021,846107,12333,10,16,2021,2021-10-16
Montana,10-16-2021,164669,2128,10,16,2021,2021-10-16
Nebraska,10-16-2021,275694,2898,10,16,2021,2021-10-16
Nevada,10-16-2021,430665,7421,10,16,2021,2021-10-16
New Hampshire,10-16-2021,128047,1520,10,16,2021,2021-10-16
New Jersey,10-16-2021,1180388,27720,10,16,2021,2021-10-16
New Mexico,10-16-2021,263755,4930,10,16,2021,2021-10-16
New York,10-16-2021,2502914,55935,10,16,2021,2021-10-16
North Carolina,10-16-2021,1446881,17456,10,16,2021,2021-10-16
North Dakota,10-16-2021,141211,1714,10,16,2021,2021-10-16
Northern Mariana Islands,10-16-2021,282,3,10,16,2021,2021-10-16
Ohio,10-16-2021,1494160,24982,10,16,2021,2021-10-16
Oklahoma,10-16-2021,631872,9402,10,16,2021,2021-10-16
Oregon,10-16-2021,348766,4161,10,16,2021,2021-10-16
Pennsylvania,10-16-2021,1521747,30418,10,16,2021,2021-10-16
Puerto Rico,10-16-2021,183809,3207,10,16,2021,2021-10-16
Rhode Island,10-16-2021,176405,2860,10,16,2021,2021-10-16
South Carolina,10-16-2021,883982,13232,10,16,2021,2021-10-16
South Dakota,10-16-2021,149996,2189,10,16,2021,2021-10-16
Tennessee,10-16-2021,1263152,15823,10,16,2021,2021-10-16
Texas,10-16-2021,4211886,68866,10,16,2021,2021-10-16
Utah,10-16-2021,529147,3067,10,16,2021,2021-10-16
Vermont,10-16-2021,37069,345,10,16,2021,2021-10-16
Virgin Islands,10-16-2021,7074,78,10,16,2021,2021-10-16
Virginia,10-16-2021,902938,13391,10,16,2021,2021-10-16
Washington,10-16-2021,695016,8234,10,16,2021,2021-10-16
West Virginia,10-16-2021,259585,4108,10,16,2021,2021-10-16
Wisconsin,10-16-2021,855207,9162,10,16,2021,2021-10-16
Wyoming,10-16-2021,97137,1080,10,16,2021,2021-10-16
Alabama,07-19-2021,560920,11443,07,19,2021,2021-07-19
Alaska,07-19-2021,72899,381,07,19,2021,2021-07-19
Arizona,07-19-2021,909282,18117,07,19,2021,2021-07-19
Arkansas,07-19-2021,365132,6007,07,19,2021,2021-07-19
California,07-19-2021,3942493,63696,07,19,2021,2021-07-19
Colorado,07-19-2021,572054,6978,07,19,2021,2021-07-19
Connecticut,07-19-2021,351084,8282,07,19,2021,2021-07-19
Delaware,07-19-2021,110423,1697,07,19,2021,2021-07-19
Diamond Princess,07-19-2021,49,0,07,19,2021,2021-07-19
District of Columbia,07-19-2021,49793,1146,07,19,2021,2021-07-19
Florida,07-19-2021,2450344,38388,07,19,2021,2021-07-19
Georgia,07-19-2021,1149266,21564,07,19,2021,2021-07-19
Grand Princess,07-19-2021,103,3,07,19,2021,2021-07-19
Guam,07-19-2021,8478,143,07,19,2021,2021-07-19
Hawaii,07-19-2021,39386,523,07,19,2021,2021-07-19
Idaho,07-19-2021,197211,2176,07,19,2021,2021-07-19
Illinois,07-19-2021,1402765,25840,07,19,2021,2021-07-19
Indiana,07-19-2021,761472,13952,07,19,2021,2021-07-19
Iowa,07-19-2021,375278,6158,07,19,2021,2021-07-19
Kansas,07-19-2021,324709,5199,07,19,2021,2021-07-19
Kentucky,07-19-2021,470680,7301,07,19,2021,2021-07-19
Louisiana,07-19-2021,499932,10841,07,19,2021,2021-07-19
Maine,07-19-2021,69476,882,07,19,2021,2021-07-19
Maryland,07-19-2021,464336,9782,07,19,2021,2021-07-19
Massachusetts,07-19-2021,713037,14556,07,19,2021,2021-07-19
Michigan,07-19-2021,1003432,21109,07,19,2021,2021-07-19
Minnesota,07-19-2021,607784,7731,07,19,2021,2021-07-19
Mississippi,07-19-2021,329130,7468,07,19,2021,2021-07-19
Missouri,07-19-2021,654368,9897,07,19,2021,2021-07-19
Montana,07-19-2021,114742,1692,07,19,2021,2021-07-19
Nebraska,07-19-2021,225861,2275,07,19,2021,2021-07-19
Nevada,07-19-2021,345163,5761,07,19,2021,2021-07-19
New Hampshire,07-19-2021,99966,1382,07,19,2021,2021-07-19
New Jersey,07-19-2021,1029243,26545,07,19,2021,2021-07-19
New Mexico,07-19-2021,207566,4383,07,19,2021,2021-07-19
New York,07-19-2021,2127592,53570,07,19,2021,2021-07-19
North Carolina,07-19-2021,1025826,13535,07,19,2021,2021-07-19
North Dakota,07-19-2021,110850,1568,07,19,2021,2021-07-19
Northern Mariana Islands,07-19-2021,183,2,07,19,2021,2021-07-19
Ohio,07-19-2021,1117769,20630,07,19,2021,2021-07-19
Oklahoma,07-19-2021,466733,7417,07,19,2021,2021-07-19
Oregon,07-19-2021,212755,2826,07,19,2021,2021-07-19
Pennsylvania,07-19-2021,1230781,27795,07,19,2021,2021-07-19
Puerto Rico,07-19-2021,142093,2562,07,19,2021,2021-07-19
Rhode Island,07-19-2021,153103,2737,07,19,2021,2021-07-19
South Carolina,07-19-2021,603641,9857,07,19,2021,2021-07-19
South Dakota,07-19-2021,124764,2041,07,19,2021,2021-07-19
Tennessee,07-19-2021,875308,12583,07,19,2021,2021-07-19
Texas,07-19-2021,3080198,52736,07,19,2021,2021-07-19
Utah,07-19-2021,424171,2416,07,19,2021,2021-07-19
Vermont,07-19-2021,24579,259,07,19,2021,2021-07-19
Virgin Islands,07-19-2021,4215,32,07,19,2021,2021-07-19
Virginia,07-19-2021,685485,11483,07,19,2021,2021-07-19
Washington,07-19-2021,461847,6043,07,19,2021,2021-07-19
West Virginia,07-19-2021,165177,2919,07,19,2021,2021-07-19
Wisconsin,07-19-2021,680252,8212,07,19,2021,2021-07-19
Wyoming,07-19-2021,63709,760,07,19,2021,2021-07-19
Alabama,07-18-2021,560202,11443,07,18,2021,2021-07-18
Alaska,07-18-2021,72440,381,07,18,2021,2021-07-18
Arizona,07-18-2021,908248,18117,07,18,2021,2021-07-18
Arkansas,07-18-2021,362580,5992,07,18,2021,2021-07-18
California,07-18-2021,3936855,63674,07,18,2021,2021-07-18
Colorado,07-18-2021,571290,6972,07,18,2021,2021-07-18
Connecticut,07-18-2021,350675,8282,07,18,2021,2021-07-18
Delaware,07-18-2021,110387,1697,07,18,2021,2021-07-18
Diamond Princess,07-18-2021,49,0,07,18,2021,2021-07-18
District of Columbia,07-18-2021,49652,1146,07,18,2021,2021-07-18
Florida,07-18-2021,2450344,38388,07,18,2021,2021-07-18
Georgia,07-18-2021,1145976,21558,07,18,2021,2021-07-18
Grand Princess,07-18-2021,103,3,07,18,2021,2021-07-18
Guam,07-18-2021,8477,142,07,18,2021,2021-07-18
Hawaii,07-18-2021,39254,523,07,18,2021,2021-07-18
Idaho,07-18-2021,196856,2173,07,18,2021,2021-07-18
Illinois,07-18-2021,1399948,25820,07,18,2021,2021-07-18
Indiana,07-18-2021,760163,13940,07,18,2021,2021-07-18
Iowa,07-18-2021,375278,6158,07,18,2021,2021-07-18
Kansas,07-18-2021,323938,5198,07,18,2021,2021-07-18
Kentucky,07-18-2021,470440,7297,07,18,2021,2021-07-18
Louisiana,07-18-2021,495945,10828,07,18,2021,2021-07-18
Maine,07-18-2021,69476,882,07,18,2021,2021-07-18
Maryland,07-18-2021,464197,9781,07,18,2021,2021-07-18
Massachusetts,07-18-2021,712272,14552,07,18,2021,2021-07-18
Michigan,07-18-2021,1003432,21109,07,18,2021,2021-07-18
Minnesota,07-18-2021,607524,7728,07,18,2021,2021-07-18
Mississippi,07-18-2021,326804,7465,07,18,2021,2021-07-18
Missouri,07-18-2021,653331,9894,07,18,2021,2021-07-18
Montana,07-18-2021,114663,1691,07,18,2021,2021-07-18
Nebraska,07-18-2021,225861,2275,07,18,2021,2021-07-18
Nevada,07-18-2021,343096,5758,07,18,2021,2021-07-18
New Hampshire,07-18-2021,99907,1381,07,18,2021,2021-07-18
New Jersey,07-18-2021,1028931,26539,07,18,2021,2021-07-18
New Mexico,07-18-2021,207189,4379,07,18,2021,2021-07-18
New York,07-18-2021,2126680,53566,07,18,2021,2021-07-18
North Carolina,07-18-2021,1022876,13523,07,18,2021,2021-07-18
North Dakota,07-18-2021,110805,1568,07,18,2021,2021-07-18
Northern Mariana Islands,07-18-2021,183,2,07,18,2021,2021-07-18
Ohio,07-18-2021,1117109,20623,07,18,2021,2021-07-18
Oklahoma,07-18-2021,464607,7417,07,18,2021,2021-07-18
Oregon,07-18-2021,211998,2817,07,18,2021,2021-07-18
Pennsylvania,07-18-2021,1230534,27792,07,18,2021,2021-07-18
Puerto Rico,07-18-2021,141905,2561,07,18,2021,2021-07-18
Rhode Island,07-18-2021,152971,2736,07,18,2021,2021-07-18
South Carolina,07-18-2021,601803,9862,07,18,2021,2021-07-18
South Dakota,07-18-2021,124764,2041,07,18,2021,2021-07-18
Tennessee,07-18-2021,874335,12575,07,18,2021,2021-07-18
Texas,07-18-2021,3079119,52724,07,18,2021,2021-07-18
Utah,07-18-2021,422619,2413,07,18,2021,2021-07-18
Vermont,07-18-2021,24550,258,07,18,2021,2021-07-18
Virgin Islands,07-18-2021,4160,32,07,18,2021,2021-07-18
Virginia,07-18-2021,684499,11477,07,18,2021,2021-07-18
Washington,07-18-2021,460067,6042,07,18,2021,2021-07-18
West Virginia,07-18-2021,164933,2919,07,18,2021,2021-07-18
Wisconsin,07-18-2021,679826,8209,07,18,2021,2021-07-18
Wyoming,07-18-2021,63523,760,07,18,2021,2021-07-18
Alabama,09-01-2021,704420,12291,09,01,2021,2021-09-01
Alaska,09-01-2021,89345,448,09,01,2021,2021-09-01
Arizona,09-01-2021,1016663,18853,09,01,2021,2021-09-01
Arkansas,09-01-2021,455781,6969,09,01,2021,2021-09-01
California,09-01-2021,4479579,65683,09,01,2021,2021-09-01
Colorado,09-01-2021,629580,7438,09,01,2021,2021-09-01
Connecticut,09-01-2021,373784,8358,09,01,2021,2021-09-01
Delaware,09-01-2021,120180,1887,09,01,2021,2021-09-01
Diamond Princess,09-01-2021,49,0,09,01,2021,2021-09-01
District of Columbia,09-01-2021,55570,1161,09,01,2021,2021-09-01
Florida,09-01-2021,3269502,44571,09,01,2021,2021-09-01
Georgia,09-01-2021,1413284,22870,09,01,2021,2021-09-01
Grand Princess,09-01-2021,103,3,09,01,2021,2021-09-01
Guam,09-01-2021,10740,150,09,01,2021,2021-09-01
Hawaii,09-01-2021,63957,602,09,01,2021,2021-09-01
Idaho,09-01-2021,222552,2371,09,01,2021,2021-09-01
Illinois,09-01-2021,1528129,26526,09,01,2021,2021-09-01
Indiana,09-01-2021,862935,14520,09,01,2021,2021-09-01
Iowa,09-01-2021,408390,6307,09,01,2021,2021-09-01
Kansas,09-01-2021,373617,5584,09,01,2021,2021-09-01
Kentucky,09-01-2021,581982,7776,09,01,2021,2021-09-01
Louisiana,09-01-2021,692176,12582,09,01,2021,2021-09-01
Maine,09-01-2021,76290,934,09,01,2021,2021-09-01
Maryland,09-01-2021,498376,10024,09,01,2021,2021-09-01
Massachusetts,09-01-2021,761906,14787,09,01,2021,2021-09-01
Michigan,09-01-2021,1065671,21616,09,01,2021,2021-09-01
Minnesota,09-01-2021,651388,7910,09,01,2021,2021-09-01
Mississippi,09-01-2021,439661,8490,09,01,2021,2021-09-01
Missouri,09-01-2021,766882,11089,09,01,2021,2021-09-01
Montana,09-01-2021,128098,1803,09,01,2021,2021-09-01
Nebraska,09-01-2021,244254,2322,09,01,2021,2021-09-01
Nevada,09-01-2021,392052,6539,09,01,2021,2021-09-01
New Hampshire,09-01-2021,108021,1420,09,01,2021,2021-09-01
New Jersey,09-01-2021,1094249,26902,09,01,2021,2021-09-01
New Mexico,09-01-2021,233487,4529,09,01,2021,2021-09-01
New York,09-01-2021,2282836,54282,09,01,2021,2021-09-01
North Carolina,09-01-2021,1220902,14529,09,01,2021,2021-09-01
North Dakota,09-01-2021,118250,1593,09,01,2021,2021-09-01
Northern Mariana Islands,09-01-2021,243,2,09,01,2021,2021-09-01
Ohio,09-01-2021,1228002,21497,09,01,2021,2021-09-01
Oklahoma,09-01-2021,554496,8001,09,01,2021,2021-09-01
Oregon,09-01-2021,279087,3221,09,01,2021,2021-09-01
Pennsylvania,09-01-2021,1315343,28235,09,01,2021,2021-09-01
Puerto Rico,09-01-2021,171472,2884,09,01,2021,2021-09-01
Rhode Island,09-01-2021,162969,2772,09,01,2021,2021-09-01
South Carolina,09-01-2021,740634,10684,09,01,2021,2021-09-01
South Dakota,09-01-2021,132837,2071,09,01,2021,2021-09-01
Tennessee,09-01-2021,1062889,13496,09,01,2021,2021-09-01
Texas,09-01-2021,3662094,57325,09,01,2021,2021-09-01
Utah,09-01-2021,466107,2640,09,01,2021,2021-09-01
Vermont,09-01-2021,28399,277,09,01,2021,2021-09-01
Virgin Islands,09-01-2021,5934,56,09,01,2021,2021-09-01
Virginia,09-01-2021,769842,11861,09,01,2021,2021-09-01
Washington,09-01-2021,567104,6611,09,01,2021,2021-09-01
West Virginia,09-01-2021,191156,3106,09,01,2021,2021-09-01
Wisconsin,09-01-2021,736263,8496,09,01,2021,2021-09-01
Wyoming,09-01-2021,76007,858,09,01,2021,2021-09-01
Alabama,10-23-2021,819597,15406,10,23,2021,2021-10-23
Alaska,10-23-2021,133272,698,10,23,2021,2021-10-23
American Samoa,10-23-2021,3,0,10,23,2021,2021-10-23
Arizona,10-23-2021,1148340,20851,10,23,2021,2021-10-23
Arkansas,10-23-2021,509999,8267,10,23,2021,2021-10-23
California,10-23-2021,4866178,71299,10,23,2021,2021-10-23
Colorado,10-23-2021,736145,8615,10,23,2021,2021-10-23
Connecticut,10-23-2021,400226,8739,10,23,2021,2021-10-23
Delaware,10-23-2021,142058,2064,10,23,2021,2021-10-23
Diamond Princess,10-23-2021,49,0,10,23,2021,2021-10-23
District of Columbia,10-23-2021,63588,1186,10,23,2021,2021-10-23
Florida,10-23-2021,3678661,58803,10,23,2021,2021-10-23
Georgia,10-23-2021,1625399,28519,10,23,2021,2021-10-23
Grand Princess,10-23-2021,103,3,10,23,2021,2021-10-23
Guam,10-23-2021,17508,227,10,23,2021,2021-10-23
Hawaii,10-23-2021,83188,885,10,23,2021,2021-10-23
Idaho,10-23-2021,285003,3413,10,23,2021,2021-10-23
Illinois,10-23-2021,1680922,28414,10,23,2021,2021-10-23
Indiana,10-23-2021,1012193,16470,10,23,2021,2021-10-23
Iowa,10-23-2021,476426,6848,10,23,2021,2021-10-23
Kansas,10-23-2021,429362,6215,10,23,2021,2021-10-23
Kentucky,10-23-2021,735402,9589,10,23,2021,2021-10-23
Louisiana,10-23-2021,755631,14462,10,23,2021,2021-10-23
Maine,10-23-2021,100967,1122,10,23,2021,2021-10-23
Maryland,10-23-2021,555366,10796,10,23,2021,2021-10-23
Massachusetts,10-23-2021,842652,15421,10,23,2021,2021-10-23
Michigan,10-23-2021,1247023,23309,10,23,2021,2021-10-23
Minnesota,10-23-2021,770246,8661,10,23,2021,2021-10-23
Mississippi,10-23-2021,501097,9990,10,23,2021,2021-10-23
Missouri,10-23-2021,852895,12453,10,23,2021,2021-10-23
Montana,10-23-2021,170567,2247,10,23,2021,2021-10-23
Nebraska,10-23-2021,278976,2938,10,23,2021,2021-10-23
Nevada,10-23-2021,434898,7522,10,23,2021,2021-10-23
New Hampshire,10-23-2021,131790,1543,10,23,2021,2021-10-23
New Jersey,10-23-2021,1188709,27848,10,23,2021,2021-10-23
New Mexico,10-23-2021,268891,4987,10,23,2021,2021-10-23
New York,10-23-2021,2530860,56199,10,23,2021,2021-10-23
North Carolina,10-23-2021,1463410,17765,10,23,2021,2021-10-23
North Dakota,10-23-2021,144534,1753,10,23,2021,2021-10-23
Northern Mariana Islands,10-23-2021,290,3,10,23,2021,2021-10-23
Ohio,10-23-2021,1519304,25541,10,23,2021,2021-10-23
Oklahoma,10-23-2021,638957,10540,10,23,2021,2021-10-23
Oregon,10-23-2021,357526,4284,10,23,2021,2021-10-23
Pennsylvania,10-23-2021,1550593,30962,10,23,2021,2021-10-23
Puerto Rico,10-23-2021,184541,3220,10,23,2021,2021-10-23
Rhode Island,10-23-2021,177998,2872,10,23,2021,2021-10-23
South Carolina,10-23-2021,891072,13472,10,23,2021,2021-10-23
South Dakota,10-23-2021,152308,2218,10,23,2021,2021-10-23
Tennessee,10-23-2021,1272676,16117,10,23,2021,2021-10-23
Texas,10-23-2021,4242375,70128,10,23,2021,2021-10-23
Utah,10-23-2021,538895,3128,10,23,2021,2021-10-23
Vermont,10-23-2021,38573,351,10,23,2021,2021-10-23
Virgin Islands,10-23-2021,7134,78,10,23,2021,2021-10-23
Virginia,10-23-2021,914755,13668,10,23,2021,2021-10-23
Washington,10-23-2021,710511,8451,10,23,2021,2021-10-23
West Virginia,10-23-2021,265879,4263,10,23,2021,2021-10-23
Wisconsin,10-23-2021,867512,9259,10,23,2021,2021-10-23
Wyoming,10-23-2021,100174,1149,10,23,2021,2021-10-23
Alabama,10-22-2021,818652,15378,10,22,2021,2021-10-22
Alaska,10-22-2021,133272,698,10,22,2021,2021-10-22
American Samoa,10-22-2021,3,0,10,22,2021,2021-10-22
Arizona,10-22-2021,1145196,20821,10,22,2021,2021-10-22
Arkansas,10-22-2021,509559,8255,10,22,2021,2021-10-22
California,10-22-2021,4864781,71281,10,22,2021,2021-10-22
Colorado,10-22-2021,734282,8591,10,22,2021,2021-10-22
Connecticut,10-22-2021,400226,8739,10,22,2021,2021-10-22
Delaware,10-22-2021,141717,2045,10,22,2021,2021-10-22
Diamond Princess,10-22-2021,49,0,10,22,2021,2021-10-22
District of Columbia,10-22-2021,63588,1186,10,22,2021,2021-10-22
Florida,10-22-2021,3678661,58803,10,22,2021,2021-10-22
Georgia,10-22-2021,1625399,28519,10,22,2021,2021-10-22
Grand Princess,10-22-2021,103,3,10,22,2021,2021-10-22
Guam,10-22-2021,17472,227,10,22,2021,2021-10-22
Hawaii,10-22-2021,83020,883,10,22,2021,2021-10-22
Idaho,10-22-2021,284278,3403,10,22,2021,2021-10-22
Illinois,10-22-2021,1680922,28409,10,22,2021,2021-10-22
Indiana,10-22-2021,1010589,16470,10,22,2021,2021-10-22
Iowa,10-22-2021,476426,6848,10,22,2021,2021-10-22
Kansas,10-22-2021,429309,6215,10,22,2021,2021-10-22
Kentucky,10-22-2021,734137,9559,10,22,2021,2021-10-22
Louisiana,10-22-2021,755631,14462,10,22,2021,2021-10-22
Maine,10-22-2021,100382,1115,10,22,2021,2021-10-22
Maryland,10-22-2021,554456,10785,10,22,2021,2021-10-22
Massachusetts,10-22-2021,842652,15421,10,22,2021,2021-10-22
Michigan,10-22-2021,1247023,23309,10,22,2021,2021-10-22
Minnesota,10-22-2021,770246,8661,10,22,2021,2021-10-22
Mississippi,10-22-2021,501097,9990,10,22,2021,2021-10-22
Missouri,10-22-2021,851743,12449,10,22,2021,2021-10-22
Montana,10-22-2021,170567,2247,10,22,2021,2021-10-22
Nebraska,10-22-2021,278976,2938,10,22,2021,2021-10-22
Nevada,10-22-2021,434898,7522,10,22,2021,2021-10-22
New Hampshire,10-22-2021,131790,1543,10,22,2021,2021-10-22
New Jersey,10-22-2021,1187569,27828,10,22,2021,2021-10-22
New Mexico,10-22-2021,268891,4987,10,22,2021,2021-10-22
New York,10-22-2021,2527230,56169,10,22,2021,2021-10-22
North Carolina,10-22-2021,1463410,17765,10,22,2021,2021-10-22
North Dakota,10-22-2021,144283,1749,10,22,2021,2021-10-22
Northern Mariana Islands,10-22-2021,290,3,10,22,2021,2021-10-22
Ohio,10-22-2021,1515838,25458,10,22,2021,2021-10-22
Oklahoma,10-22-2021,638957,10540,10,22,2021,2021-10-22
Oregon,10-22-2021,357526,4284,10,22,2021,2021-10-22
Pennsylvania,10-22-2021,1545668,30903,10,22,2021,2021-10-22
Puerto Rico,10-22-2021,184402,3219,10,22,2021,2021-10-22
Rhode Island,10-22-2021,177998,2872,10,22,2021,2021-10-22
South Carolina,10-22-2021,891072,13472,10,22,2021,2021-10-22
South Dakota,10-22-2021,152308,2218,10,22,2021,2021-10-22
Tennessee,10-22-2021,1271885,16117,10,22,2021,2021-10-22
Texas,10-22-2021,4238148,69950,10,22,2021,2021-10-22
Utah,10-22-2021,538895,3128,10,22,2021,2021-10-22
Vermont,10-22-2021,38320,351,10,22,2021,2021-10-22
Virgin Islands,10-22-2021,7126,78,10,22,2021,2021-10-22
Virginia,10-22-2021,914755,13668,10,22,2021,2021-10-22
Washington,10-22-2021,710511,8451,10,22,2021,2021-10-22
West Virginia,10-22-2021,265006,4263,10,22,2021,2021-10-22
Wisconsin,10-22-2021,867512,9259,10,22,2021,2021-10-22
Wyoming,10-22-2021,100174,1149,10,22,2021,2021-10-22
Alabama,06-25-2021,549934,11336,06,25,2021,2021-06-25
Alaska,06-25-2021,71035,374,06,25,2021,2021-06-25
Arizona,06-25-2021,892236,17903,06,25,2021,2021-06-25
Arkansas,06-25-2021,347254,5893,06,25,2021,2021-06-25
California,06-25-2021,3880604,62982,06,25,2021,2021-06-25
Colorado,06-25-2021,561576,6858,06,25,2021,2021-06-25
Connecticut,06-25-2021,349120,8275,06,25,2021,2021-06-25
Delaware,06-25-2021,109636,1693,06,25,2021,2021-06-25
Diamond Princess,06-25-2021,49,0,06,25,2021,2021-06-25
District of Columbia,06-25-2021,49305,1141,06,25,2021,2021-06-25
Florida,06-25-2021,2365464,37772,06,25,2021,2021-06-25
Georgia,06-25-2021,1132661,21369,06,25,2021,2021-06-25
Grand Princess,06-25-2021,103,3,06,25,2021,2021-06-25
Guam,06-25-2021,8328,139,06,25,2021,2021-06-25
Hawaii,06-25-2021,37532,514,06,25,2021,2021-06-25
Idaho,06-25-2021,194690,2145,06,25,2021,2021-06-25
Illinois,06-25-2021,1390470,25638,06,25,2021,2021-06-25
Indiana,06-25-2021,752699,13822,06,25,2021,2021-06-25
Iowa,06-25-2021,373450,6125,06,25,2021,2021-06-25
Kansas,06-25-2021,317932,5147,06,25,2021,2021-06-25
Kentucky,06-25-2021,464388,7204,06,25,2021,2021-06-25
Louisiana,06-25-2021,479521,10723,06,25,2021,2021-06-25
Maine,06-25-2021,68925,858,06,25,2021,2021-06-25
Maryland,06-25-2021,462017,9730,06,25,2021,2021-06-25
Massachusetts,06-25-2021,709682,14499,06,25,2021,2021-06-25
Michigan,06-25-2021,999119,20959,06,25,2021,2021-06-25
Minnesota,06-25-2021,604971,7665,06,25,2021,2021-06-25
Mississippi,06-25-2021,320837,7395,06,25,2021,2021-06-25
Missouri,06-25-2021,621683,9673,06,25,2021,2021-06-25
Montana,06-25-2021,113529,1662,06,25,2021,2021-06-25
Nebraska,06-25-2021,224226,2259,06,25,2021,2021-06-25
Nevada,06-25-2021,331614,5667,06,25,2021,2021-06-25
New Hampshire,06-25-2021,99403,1371,06,25,2021,2021-06-25
New Jersey,06-25-2021,1022443,26428,06,25,2021,2021-06-25
New Mexico,06-25-2021,205290,4335,06,25,2021,2021-06-25
New York,06-25-2021,2113398,53435,06,25,2021,2021-06-25
North Carolina,06-25-2021,1012343,13412,06,25,2021,2021-06-25
North Dakota,06-25-2021,110436,1558,06,25,2021,2021-06-25
Northern Mariana Islands,06-25-2021,183,2,06,25,2021,2021-06-25
Ohio,06-25-2021,1110292,20517,06,25,2021,2021-06-25
Oklahoma,06-25-2021,456910,7384,06,25,2021,2021-06-25
Oregon,06-25-2021,207787,2761,06,25,2021,2021-06-25
Pennsylvania,06-25-2021,1225073,27636,06,25,2021,2021-06-25
Puerto Rico,06-25-2021,139909,2546,06,25,2021,2021-06-25
Rhode Island,06-25-2021,152514,2728,06,25,2021,2021-06-25
South Carolina,06-25-2021,596144,9819,06,25,2021,2021-06-25
South Dakota,06-25-2021,124496,2030,06,25,2021,2021-06-25
Tennessee,06-25-2021,864572,12484,06,25,2021,2021-06-25
Texas,06-25-2021,3031990,52148,06,25,2021,2021-06-25
Utah,06-25-2021,413317,2351,06,25,2021,2021-06-25
Vermont,06-25-2021,24392,256,06,25,2021,2021-06-25
Virgin Islands,06-25-2021,3835,30,06,25,2021,2021-06-25
Virginia,06-25-2021,679762,11396,06,25,2021,2021-06-25
Washington,06-25-2021,449983,5902,06,25,2021,2021-06-25
West Virginia,06-25-2021,163804,2876,06,25,2021,2021-06-25
Wisconsin,06-25-2021,677252,8099,06,25,2021,2021-06-25
Wyoming,06-25-2021,61951,740,06,25,2021,2021-06-25
Alabama,06-24-2021,549394,11328,06,24,2021,2021-06-24
Alaska,06-24-2021,71035,374,06,24,2021,2021-06-24
Arizona,06-24-2021,891649,17875,06,24,2021,2021-06-24
Arkansas,06-24-2021,346952,5890,06,24,2021,2021-06-24
California,06-24-2021,3878800,62923,06,24,2021,2021-06-24
Colorado,06-24-2021,561254,6851,06,24,2021,2021-06-24
Connecticut,06-24-2021,348993,8274,06,24,2021,2021-06-24
Delaware,06-24-2021,109620,1693,06,24,2021,2021-06-24
Diamond Princess,06-24-2021,49,0,06,24,2021,2021-06-24
District of Columbia,06-24-2021,49297,1141,06,24,2021,2021-06-24
Florida,06-24-2021,2354416,37555,06,24,2021,2021-06-24
Georgia,06-24-2021,1132329,21367,06,24,2021,2021-06-24
Grand Princess,06-24-2021,103,3,06,24,2021,2021-06-24
Guam,06-24-2021,8316,139,06,24,2021,2021-06-24
Hawaii,06-24-2021,37484,513,06,24,2021,2021-06-24
Idaho,06-24-2021,194609,2143,06,24,2021,2021-06-24
Illinois,06-24-2021,1390177,25626,06,24,2021,2021-06-24
Indiana,06-24-2021,752395,13819,06,24,2021,2021-06-24
Iowa,06-24-2021,373371,6124,06,24,2021,2021-06-24
Kansas,06-24-2021,317680,5139,06,24,2021,2021-06-24
Kentucky,06-24-2021,464199,7200,06,24,2021,2021-06-24
Louisiana,06-24-2021,479311,10717,06,24,2021,2021-06-24
Maine,06-24-2021,68889,856,06,24,2021,2021-06-24
Maryland,06-24-2021,461953,9729,06,24,2021,2021-06-24
Massachusetts,06-24-2021,709622,14499,06,24,2021,2021-06-24
Michigan,06-24-2021,999052,20945,06,24,2021,2021-06-24
Minnesota,06-24-2021,604879,7654,06,24,2021,2021-06-24
Mississippi,06-24-2021,320594,7391,06,24,2021,2021-06-24
Missouri,06-24-2021,620792,9669,06,24,2021,2021-06-24
Montana,06-24-2021,113471,1661,06,24,2021,2021-06-24
Nebraska,06-24-2021,224206,2259,06,24,2021,2021-06-24
Nevada,06-24-2021,330810,5664,06,24,2021,2021-06-24
New Hampshire,06-24-2021,99392,1369,06,24,2021,2021-06-24
New Jersey,06-24-2021,1022094,26416,06,24,2021,2021-06-24
New Mexico,06-24-2021,205215,4334,06,24,2021,2021-06-24
New York,06-24-2021,2113046,53426,06,24,2021,2021-06-24
North Carolina,06-24-2021,1011955,13408,06,24,2021,2021-06-24
North Dakota,06-24-2021,110422,1558,06,24,2021,2021-06-24
Northern Mariana Islands,06-24-2021,183,2,06,24,2021,2021-06-24
Ohio,06-24-2021,1110000,20515,06,24,2021,2021-06-24
Oklahoma,06-24-2021,456686,7384,06,24,2021,2021-06-24
Oregon,06-24-2021,207558,2760,06,24,2021,2021-06-24
Pennsylvania,06-24-2021,1224861,27627,06,24,2021,2021-06-24
Puerto Rico,06-24-2021,139871,2545,06,24,2021,2021-06-24
Rhode Island,06-24-2021,152501,2727,06,24,2021,2021-06-24
South Carolina,06-24-2021,596032,9805,06,24,2021,2021-06-24
South Dakota,06-24-2021,124482,2029,06,24,2021,2021-06-24
Tennessee,06-24-2021,864356,12484,06,24,2021,2021-06-24
Texas,06-24-2021,3030322,52119,06,24,2021,2021-06-24
Utah,06-24-2021,413008,2337,06,24,2021,2021-06-24
Vermont,06-24-2021,24385,256,06,24,2021,2021-06-24
Virgin Islands,06-24-2021,3772,30,06,24,2021,2021-06-24
Virginia,06-24-2021,679391,11381,06,24,2021,2021-06-24
