Province_State,Date,Confirmed,Deaths,Month,Day,Year
Northern Mariana Islands,07-30-2021,183,2,07,30,2021
Ohio,07-30-2021,1127808,20695,07,30,2021
Oklahoma,07-30-2021,480635,7485,07,30,2021
Oregon,07-30-2021,219755,2858,07,30,2021
Pennsylvania,07-30-2021,1238917,27850,07,30,2021
Puerto Rico,07-30-2021,145487,2578,07,30,2021
Rhode Island,07-30-2021,154339,2740,07,30,2021
South Carolina,07-30-2021,617148,9904,07,30,2021
South Dakota,07-30-2021,125225,2045,07,30,2021
Tennessee,07-30-2021,895712,12678,07,30,2021
Texas,07-30-2021,3162711,53143,07,30,2021
Utah,07-30-2021,432467,2451,07,30,2021
Vermont,07-30-2021,24889,260,07,30,2021
Virgin Islands,07-30-2021,4606,37,07,30,2021
Virginia,07-30-2021,694384,11532,07,30,2021
Washington,07-30-2021,473076,6122,07,30,2021
West Virginia,07-30-2021,167016,2946,07,30,2021
Wisconsin,07-30-2021,687198,8290,07,30,2021
Wyoming,07-30-2021,65127,776,07,30,2021
Alabama,07-31-2021,585607,11536,07,31,2021
Alaska,07-31-2021,75486,389,07,31,2021
American Samoa,07-31-2021,0,0,07,31,2021
Arizona,07-31-2021,927235,18246,07,31,2021
Arkansas,07-31-2021,386452,6141,07,31,2021
California,07-31-2021,4030794,63983,07,31,2021
Colorado,07-31-2021,581591,7059,07,31,2021
Connecticut,07-31-2021,354335,8293,07,31,2021
Delaware,07-31-2021,111407,1833,07,31,2021
Diamond Princess,07-31-2021,49,0,07,31,2021
District of Columbia,07-31-2021,50398,1149,07,31,2021
Florida,07-31-2021,2634234,39079,07,31,2021
Georgia,07-31-2021,1179449,21676,07,31,2021
Grand Princess,07-31-2021,103,3,07,31,2021
Guam,07-31-2021,8541,143,07,31,2021
Hawaii,07-31-2021,42410,537,07,31,2021
Idaho,07-31-2021,200484,2197,07,31,2021
Illinois,07-31-2021,1419611,25916,07,31,2021
Indiana,07-31-2021,771299,14005,07,31,2021
Iowa,07-31-2021,378831,6183,07,31,2021
Kansas,07-31-2021,333453,5261,07,31,2021
Kentucky,07-31-2021,484160,7340,07,31,2021
Louisiana,07-31-2021,541679,10999,07,31,2021
Maine,07-31-2021,70463,900,07,31,2021
Maryland,07-31-2021,468548,9825,07,31,2021
Massachusetts,07-31-2021,719780,14610,07,31,2021
Michigan,07-31-2021,1011106,21188,07,31,2021
Minnesota,07-31-2021,612701,7761,07,31,2021
Mississippi,07-31-2021,343505,7543,07,31,2021
Missouri,07-31-2021,686547,10099,07,31,2021
Montana,07-31-2021,116366,1704,07,31,2021
Nebraska,07-31-2021,228450,2280,07,31,2021
Nevada,07-31-2021,356401,5912,07,31,2021
New Hampshire,07-31-2021,100657,1387,07,31,2021
New Jersey,07-31-2021,1039353,26602,07,31,2021
New Mexico,07-31-2021,210416,4410,07,31,2021
New York,07-31-2021,2150390,53641,07,31,2021
North Carolina,07-31-2021,1048076,13635,07,31,2021
North Dakota,07-31-2021,111462,1570,07,31,2021
Northern Mariana Islands,07-31-2021,183,2,07,31,2021
Ohio,07-31-2021,1129277,20706,07,31,2021
Oklahoma,07-31-2021,480635,7485,07,31,2021
Oregon,07-31-2021,219755,2858,07,31,2021
Pennsylvania,07-31-2021,1240105,27850,07,31,2021
Puerto Rico,07-31-2021,146801,2580,07,31,2021
Rhode Island,07-31-2021,154339,2740,07,31,2021
South Carolina,07-31-2021,617148,9904,07,31,2021
South Dakota,07-31-2021,125225,2045,07,31,2021
Tennessee,07-31-2021,897740,12687,07,31,2021
Texas,07-31-2021,3175606,53174,07,31,2021
Utah,07-31-2021,432467,2451,07,31,2021
Vermont,07-31-2021,24889,260,07,31,2021
Virgin Islands,07-31-2021,4629,37,07,31,2021
Virginia,07-31-2021,694384,11532,07,31,2021
Washington,07-31-2021,473076,6122,07,31,2021
West Virginia,07-31-2021,167016,2946,07,31,2021
Wisconsin,07-31-2021,687198,8290,07,31,2021
Wyoming,07-31-2021,65127,776,07,31,2021
Alabama,09-28-2021,792632,14155,09,28,2021
Alaska,09-28-2021,112391,563,09,28,2021
American Samoa,09-28-2021,0,0,09,28,2021
Arizona,09-28-2021,1087451,19920,09,28,2021
Arkansas,09-28-2021,493920,7651,09,28,2021
California,09-28-2021,4726601,68686,09,28,2021
Colorado,09-28-2021,680317,7931,09,28,2021
Connecticut,09-28-2021,389730,8626,09,28,2021
Delaware,09-28-2021,132138,1950,09,28,2021
Diamond Princess,09-28-2021,49,0,09,28,2021
District of Columbia,09-28-2021,60898,1174,09,28,2021
Florida,09-28-2021,3582807,54067,09,28,2021
Georgia,09-28-2021,1569405,25757,09,28,2021
Grand Princess,09-28-2021,103,3,09,28,2021
Guam,09-28-2021,14705,195,09,28,2021
Hawaii,09-28-2021,78644,757,09,28,2021
Idaho,09-28-2021,253733,2830,09,28,2021
Illinois,09-28-2021,1621186,27561,09,28,2021
Indiana,09-28-2021,958066,15561,09,28,2021
Iowa,09-28-2021,449038,6483,09,28,2021
Kansas,09-28-2021,406986,6028,09,28,2021
Kentucky,09-28-2021,684989,8635,09,28,2021
Louisiana,09-28-2021,738613,13850,09,28,2021
Maine,09-28-2021,88197,1022,09,28,2021
Maryland,09-28-2021,529736,10413,09,28,2021
Massachusetts,09-28-2021,808673,15097,09,28,2021
Michigan,09-28-2021,1141370,22244,09,28,2021
Minnesota,09-28-2021,706158,8212,09,28,2021
Mississippi,09-28-2021,486195,9538,09,28,2021
Missouri,09-28-2021,821584,11946,09,28,2021
Montana,09-28-2021,148490,1989,09,28,2021
Nebraska,09-28-2021,265516,2813,09,28,2021
Nevada,09-28-2021,419379,7073,09,28,2021
New Hampshire,09-28-2021,119068,1477,09,28,2021
New Jersey,09-28-2021,1150246,27380,09,28,2021
New Mexico,09-28-2021,251384,4776,09,28,2021
New York,09-28-2021,2416683,55245,09,28,2021
North Carolina,09-28-2021,1385700,16285,09,28,2021
North Dakota,09-28-2021,131138,1641,09,28,2021
Northern Mariana Islands,09-28-2021,268,2,09,28,2021
Ohio,09-28-2021,1400979,23451,09,28,2021
Oklahoma,09-28-2021,610385,8715,09,28,2021
Oregon,09-28-2021,326191,3750,09,28,2021
Pennsylvania,09-28-2021,1433780,29226,09,28,2021
Puerto Rico,09-28-2021,180908,3142,09,28,2021
Rhode Island,09-28-2021,171751,2834,09,28,2021
South Carolina,09-28-2021,852006,12259,09,28,2021
South Dakota,09-28-2021,143995,2134,09,28,2021
Tennessee,09-28-2021,1222213,15037,09,28,2021
Texas,09-28-2021,4073183,64393,09,28,2021
Utah,09-28-2021,505004,2905,09,28,2021
Vermont,09-28-2021,33329,313,09,28,2021
Virgin Islands,09-28-2021,6699,71,09,28,2021
Virginia,09-28-2021,860493,12647,09,28,2021
Washington,09-28-2021,652011,7591,09,28,2021
West Virginia,09-28-2021,237002,3578,09,28,2021
Wisconsin,09-28-2021,804082,8849,09,28,2021
Wyoming,09-28-2021,89430,996,09,28,2021
Alabama,04-03-2021,516615,10637,04,03,2021
Alaska,04-03-2021,63501,313,04,03,2021
American Samoa,04-03-2021,0,0,04,03,2021
Arizona,04-03-2021,843838,16991,04,03,2021
Arkansas,04-03-2021,330970,5641,04,03,2021
California,04-03-2021,3736596,58797,04,03,2021
Colorado,04-03-2021,482469,6233,04,03,2021
Connecticut,04-03-2021,313956,7904,04,03,2021
Delaware,04-03-2021,96077,1565,04,03,2021
Diamond Princess,04-03-2021,49,0,04,03,2021
District of Columbia,04-03-2021,44932,1070,04,03,2021
Florida,04-03-2021,2077032,33652,04,03,2021
Georgia,04-03-2021,1063680,19210,04,03,2021
Grand Princess,04-03-2021,103,3,04,03,2021
Guam,04-03-2021,7816,136,04,03,2021
Hawaii,04-03-2021,31241,467,04,03,2021
Idaho,04-03-2021,181181,1966,04,03,2021
Illinois,04-03-2021,1254185,23635,04,03,2021
Indiana,04-03-2021,689965,13074,04,03,2021
Iowa,04-03-2021,353207,5822,04,03,2021
Kansas,04-03-2021,304044,4927,04,03,2021
Kentucky,04-03-2021,429106,6149,04,03,2021
Louisiana,04-03-2021,445469,10161,04,03,2021
Maine,04-03-2021,51470,745,04,03,2021
Maryland,04-03-2021,415660,8342,04,03,2021
Massachusetts,04-03-2021,643232,13855,04,03,2021
Michigan,04-03-2021,768892,17259,04,03,2021
Minnesota,04-03-2021,526267,6953,04,03,2021
Mississippi,04-03-2021,305991,7055,04,03,2021
Missouri,04-03-2021,583691,8866,04,03,2021
Montana,04-03-2021,105035,1465,04,03,2021
Nebraska,04-03-2021,211570,2181,04,03,2021
Nevada,04-03-2021,304916,5274,04,03,2021
New Hampshire,04-03-2021,85448,1247,04,03,2021
New Jersey,04-03-2021,923396,24632,04,03,2021
New Mexico,04-03-2021,192152,3949,04,03,2021
New York,04-03-2021,1898101,50350,04,03,2021
North Carolina,04-03-2021,916159,12136,04,03,2021
North Dakota,04-03-2021,103434,1498,04,03,2021
Northern Mariana Islands,04-03-2021,159,2,04,03,2021
Ohio,04-03-2021,1024011,19336,04,03,2021
Oklahoma,04-03-2021,440547,4953,04,03,2021
Oregon,04-03-2021,166480,2391,04,03,2021
Pennsylvania,04-03-2021,1049425,25180,04,03,2021
Puerto Rico,04-03-2021,109407,2126,04,03,2021
Rhode Island,04-03-2021,138255,2630,04,03,2021
South Carolina,04-03-2021,555274,9196,04,03,2021
South Dakota,04-03-2021,118361,1938,04,03,2021
Tennessee,04-03-2021,809497,11858,04,03,2021
Texas,04-03-2021,2841609,48644,04,03,2021
Utah,04-03-2021,386997,2132,04,03,2021
Vermont,04-03-2021,19905,229,04,03,2021
Virgin Islands,04-03-2021,2907,26,04,03,2021
Virginia,04-03-2021,623881,10287,04,03,2021
Washington,04-03-2021,368403,5278,04,03,2021
West Virginia,04-03-2021,143106,2693,04,03,2021
Wisconsin,04-03-2021,638590,7341,04,03,2021
Wyoming,04-03-2021,56447,700,04,03,2021
Alabama,04-02-2021,516266,10607,04,02,2021
Alaska,04-02-2021,63501,313,04,02,2021
American Samoa,04-02-2021,0,0,04,02,2021
Arizona,04-02-2021,843132,16989,04,02,2021
Arkansas,04-02-2021,330753,5639,04,02,2021
California,04-02-2021,3734795,58713,04,02,2021
Colorado,04-02-2021,481281,6225,04,02,2021
Connecticut,04-02-2021,313956,7904,04,02,2021
Delaware,04-02-2021,95590,1565,04,02,2021
Diamond Princess,04-02-2021,49,0,04,02,2021
District of Columbia,04-02-2021,44807,1069,04,02,2021
Florida,04-02-2021,2071015,33586,04,02,2021
Georgia,04-02-2021,1062555,19176,04,02,2021
Grand Princess,04-02-2021,103,3,04,02,2021
Guam,04-02-2021,7812,136,04,02,2021
Hawaii,04-02-2021,31129,463,04,02,2021
Idaho,04-02-2021,181181,1966,04,02,2021
Illinois,04-02-2021,1251346,23626,04,02,2021
Indiana,04-02-2021,688916,13069,04,02,2021
Iowa,04-02-2021,352714,5754,04,02,2021
Kansas,04-02-2021,304025,4927,04,02,2021
Kentucky,04-02-2021,428527,6129,04,02,2021
Louisiana,04-02-2021,445469,10161,04,02,2021
Maine,04-02-2021,51189,744,04,02,2021
Maryland,04-02-2021,414385,8319,04,02,2021
Massachusetts,04-02-2021,640779,13842,04,02,2021
Michigan,04-02-2021,759600,17194,04,02,2021
Minnesota,04-02-2021,524203,6942,04,02,2021
Mississippi,04-02-2021,305701,7051,04,02,2021
Missouri,04-02-2021,583131,8861,04,02,2021
Montana,04-02-2021,104853,1454,04,02,2021
Nebraska,04-02-2021,211239,2181,04,02,2021
Nevada,04-02-2021,304454,5260,04,02,2021
New Hampshire,04-02-2021,85010,1245,04,02,2021
New Jersey,04-02-2021,918951,24615,04,02,2021
New Mexico,04-02-2021,192152,3949,04,02,2021
New York,04-02-2021,1890346,50256,04,02,2021
North Carolina,04-02-2021,916159,12136,04,02,2021
North Dakota,04-02-2021,103377,1498,04,02,2021
Northern Mariana Islands,04-02-2021,159,2,04,02,2021
Ohio,04-02-2021,1021718,19327,04,02,2021
Oklahoma,04-02-2021,440545,4953,04,02,2021
Oregon,04-02-2021,166013,2385,04,02,2021
Pennsylvania,04-02-2021,1043932,25148,04,02,2021
Puerto Rico,04-02-2021,108772,2126,04,02,2021
Rhode Island,04-02-2021,138255,2630,04,02,2021
South Carolina,04-02-2021,554031,9179,04,02,2021
South Dakota,04-02-2021,118186,1938,04,02,2021
Tennessee,04-02-2021,808604,11858,04,02,2021
Texas,04-02-2021,2839965,48566,04,02,2021
Utah,04-02-2021,386550,2131,04,02,2021
Vermont,04-02-2021,19755,228,04,02,2021
Virgin Islands,04-02-2021,2907,26,04,02,2021
Virginia,04-02-2021,622339,10279,04,02,2021
Washington,04-02-2021,367115,5278,04,02,2021
West Virginia,04-02-2021,142653,2688,04,02,2021
Wisconsin,04-02-2021,637801,7336,04,02,2021
Wyoming,04-02-2021,56447,700,04,02,2021
Alabama,12-26-2021,868948,16418,12,26,2021
Alaska,12-26-2021,155294,976,12,26,2021
American Samoa,12-26-2021,10,0,12,26,2021
Arizona,12-26-2021,1355052,23982,12,26,2021
Arkansas,12-26-2021,550413,9066,12,26,2021
California,12-26-2021,5308233,76073,12,26,2021
Colorado,12-26-2021,928177,10615,12,26,2021
Connecticut,12-26-2021,474557,9077,12,26,2021
Delaware,12-26-2021,172827,2271,12,26,2021
Diamond Princess,12-26-2021,49,0,12,26,2021
District of Columbia,12-26-2021,79565,1207,12,26,2021
Florida,12-26-2021,3907748,62347,12,26,2021
Georgia,12-26-2021,1733600,31209,12,26,2021
Grand Princess,12-26-2021,103,3,12,26,2021
Guam,12-26-2021,19432,270,12,26,2021
Hawaii,12-26-2021,100184,1082,12,26,2021
Idaho,12-26-2021,315726,4099,12,26,2021
Illinois,12-26-2021,2021320,30566,12,26,2021
Indiana,12-26-2021,1200926,18696,12,26,2021
Iowa,12-26-2021,563955,7799,12,26,2021
Kansas,12-26-2021,506091,6954,12,26,2021
Kentucky,12-26-2021,836441,11918,12,26,2021
Louisiana,12-26-2021,790373,14953,12,26,2021
Maine,12-26-2021,141780,1475,12,26,2021
Maryland,12-26-2021,667287,11255,12,26,2021
Massachusetts,12-26-2021,1055519,16489,12,26,2021
Michigan,12-26-2021,1645578,28345,12,26,2021
Minnesota,12-26-2021,996224,10440,12,26,2021
Mississippi,12-26-2021,525502,10393,12,26,2021
Missouri,12-26-2021,983061,16020,12,26,2021
Montana,12-26-2021,195669,2895,12,26,2021
Nebraska,12-26-2021,331081,3317,12,26,2021
Nevada,12-26-2021,474023,8363,12,26,2021
New Hampshire,12-26-2021,189987,1877,12,26,2021
New Jersey,12-26-2021,1443915,28861,12,26,2021
New Mexico,12-26-2021,342649,5745,12,26,2021
New York,12-26-2021,3184372,58980,12,26,2021
North Carolina,12-26-2021,1607378,19233,12,26,2021
North Dakota,12-26-2021,171307,2040,12,26,2021
Northern Mariana Islands,12-26-2021,2853,10,12,26,2021
Ohio,12-26-2021,1931908,31236,12,26,2021
Oklahoma,12-26-2021,694210,12348,12,26,2021
Oregon,12-26-2021,410565,5598,12,26,2021
Pennsylvania,12-26-2021,1954488,36050,12,26,2021
Puerto Rico,12-26-2021,232336,3291,12,26,2021
Rhode Island,12-26-2021,217228,3018,12,26,2021
South Carolina,12-26-2021,944574,14550,12,26,2021
South Dakota,12-26-2021,175677,2456,12,26,2021
Tennessee,12-26-2021,1379787,20495,12,26,2021
Texas,12-26-2021,4548503,75234,12,26,2021
Utah,12-26-2021,623703,3754,12,26,2021
Vermont,12-26-2021,60265,460,12,26,2021
Virgin Islands,12-26-2021,8007,88,12,26,2021
Virginia,12-26-2021,1049336,15294,12,26,2021
Washington,12-26-2021,813741,9784,12,26,2021
West Virginia,12-26-2021,319035,5251,12,26,2021
Wisconsin,12-26-2021,1083442,11017,12,26,2021
Wyoming,12-26-2021,114242,1526,12,26,2021
Alabama,12-27-2021,870627,16418,12,27,2021
Alaska,12-27-2021,156177,976,12,27,2021
American Samoa,12-27-2021,10,0,12,27,2021
Arizona,12-27-2021,1362693,23982,12,27,2021
Arkansas,12-27-2021,551394,9081,12,27,2021
California,12-27-2021,5357146,76112,12,27,2021
Colorado,12-27-2021,943843,10668,12,27,2021
Connecticut,12-27-2021,489211,9103,12,27,2021
Delaware,12-27-2021,173258,2271,12,27,2021
Diamond Princess,12-27-2021,49,0,12,27,2021
District of Columbia,12-27-2021,88765,1209,12,27,2021
Florida,12-27-2021,3936170,62389,12,27,2021
Georgia,12-27-2021,1759879,31246,12,27,2021
Grand Princess,12-27-2021,103,3,12,27,2021
Guam,12-27-2021,19458,270,12,27,2021
Hawaii,12-27-2021,102389,1082,12,27,2021
Idaho,12-27-2021,316716,4133,12,27,2021
Illinois,12-27-2021,2077279,30719,12,27,2021
Indiana,12-27-2021,1221297,18760,12,27,2021
Iowa,12-27-2021,567997,7799,12,27,2021
Kansas,12-27-2021,512645,6968,12,27,2021
Kentucky,12-27-2021,846379,12074,12,27,2021
Louisiana,12-27-2021,802537,14970,12,27,2021
Maine,12-27-2021,141790,1475,12,27,2021
Maryland,12-27-2021,673071,11255,12,27,2021
Massachusetts,12-27-2021,1069310,16514,12,27,2021
Michigan,12-27-2021,1681046,28647,12,27,2021
Minnesota,12-27-2021,1000361,10493,12,27,2021
Mississippi,12-27-2021,532560,10398,12,27,2021
Missouri,12-27-2021,989879,16025,12,27,2021
Montana,12-27-2021,196044,2899,12,27,2021
Nebraska,12-27-2021,332257,3327,12,27,2021
Nevada,12-27-2021,477677,8366,12,27,2021
New Hampshire,12-27-2021,194470,1907,12,27,2021
New Jersey,12-27-2021,1453647,28869,12,27,2021
New Mexico,12-27-2021,345663,5774,12,27,2021
New York,12-27-2021,3221100,59119,12,27,2021
North Carolina,12-27-2021,1607378,19233,12,27,2021
North Dakota,12-27-2021,171712,2040,12,27,2021
Northern Mariana Islands,12-27-2021,2963,12,12,27,2021
Ohio,12-27-2021,1940000,31369,12,27,2021
Oklahoma,12-27-2021,697590,12370,12,27,2021
Oregon,12-27-2021,414140,5623,12,27,2021
Pennsylvania,12-27-2021,1965567,36069,12,27,2021
Puerto Rico,12-27-2021,233698,3291,12,27,2021
Rhode Island,12-27-2021,217228,3018,12,27,2021
South Carolina,12-27-2021,944574,14550,12,27,2021
South Dakota,12-27-2021,176186,2469,12,27,2021
Tennessee,12-27-2021,1386112,20619,12,27,2021
Texas,12-27-2021,4565840,75397,12,27,2021
Utah,12-27-2021,628310,3770,12,27,2021
Vermont,12-27-2021,61735,461,12,27,2021
Virgin Islands,12-27-2021,8213,88,12,27,2021
Virginia,12-27-2021,1067849,15319,12,27,2021
Washington,12-27-2021,834235,9801,12,27,2021
West Virginia,12-27-2021,322485,5260,12,27,2021
Wisconsin,12-27-2021,1088992,11029,12,27,2021
Wyoming,12-27-2021,114624,1526,12,27,2021
Alabama,11-15-2021,839953,15981,11,15,2021
Alaska,11-15-2021,146247,833,11,15,2021
American Samoa,11-15-2021,4,0,11,15,2021
Arizona,11-15-2021,1217193,21653,11,15,2021
Arkansas,11-15-2021,519911,8579,11,15,2021
California,11-15-2021,5009105,73182,11,15,2021
Colorado,11-15-2021,811185,9486,11,15,2021
Connecticut,11-15-2021,409929,8826,11,15,2021
Delaware,11-15-2021,148149,2141,11,15,2021
Diamond Princess,11-15-2021,49,0,11,15,2021
District of Columbia,11-15-2021,65623,1195,11,15,2021
Florida,11-15-2021,3711612,60845,11,15,2021
Georgia,11-15-2021,1649520,29871,11,15,2021
Grand Princess,11-15-2021,103,3,11,15,2021
Guam,11-15-2021,18942,258,11,15,2021
Hawaii,11-15-2021,85885,977,11,15,2021
Idaho,11-15-2021,300527,3752,11,15,2021
Illinois,11-15-2021,1744510,29026,11,15,2021
Indiana,11-15-2021,1055549,17105,11,15,2021
Iowa,11-15-2021,503564,7166,11,15,2021
Kansas,11-15-2021,450300,6617,11,15,2021
Kentucky,11-15-2021,762940,10280,11,15,2021
Louisiana,11-15-2021,765296,14699,11,15,2021
Maine,11-15-2021,111144,1230,11,15,2021
Maryland,11-15-2021,572342,11068,11,15,2021
Massachusetts,11-15-2021,879127,15675,11,15,2021
Michigan,11-15-2021,1370035,24408,11,15,2021
Minnesota,11-15-2021,846887,9120,11,15,2021
Mississippi,11-15-2021,509275,10203,11,15,2021
Missouri,11-15-2021,878314,12841,11,15,2021
Montana,11-15-2021,185176,2490,11,15,2021
Nebraska,11-15-2021,297214,3048,11,15,2021
Nevada,11-15-2021,449331,7843,11,15,2021
New Hampshire,11-15-2021,146834,1630,11,15,2021
New Jersey,11-15-2021,1219768,28177,11,15,2021
New Mexico,11-15-2021,295767,5191,11,15,2021
New York,11-15-2021,2633082,56976,11,15,2021
North Carolina,11-15-2021,1506576,18437,11,15,2021
North Dakota,11-15-2021,155850,1851,11,15,2021
Northern Mariana Islands,11-15-2021,342,3,11,15,2021
Ohio,11-15-2021,1608415,26952,11,15,2021
Oklahoma,11-15-2021,655512,11675,11,15,2021
Oregon,11-15-2021,380091,4803,11,15,2021
Pennsylvania,11-15-2021,1648285,32411,11,15,2021
Puerto Rico,11-15-2021,187044,3257,11,15,2021
Rhode Island,11-15-2021,184220,2896,11,15,2021
South Carolina,11-15-2021,908839,14033,11,15,2021
South Dakota,11-15-2021,160088,2289,11,15,2021
Tennessee,11-15-2021,1296833,16684,11,15,2021
Texas,11-15-2021,4318133,72748,11,15,2021
Utah,11-15-2021,576009,3373,11,15,2021
Vermont,11-15-2021,45024,394,11,15,2021
Virgin Islands,11-15-2021,7370,84,11,15,2021
Virginia,11-15-2021,946061,14392,11,15,2021
Washington,11-15-2021,755011,8990,11,15,2021
West Virginia,11-15-2021,283561,4636,11,15,2021
Wisconsin,11-15-2021,928290,9706,11,15,2021
Wyoming,11-15-2021,108103,1298,11,15,2021
Alabama,11-14-2021,839695,15981,11,14,2021
Alaska,11-14-2021,145167,831,11,14,2021
American Samoa,11-14-2021,4,0,11,14,2021
Arizona,11-14-2021,1214419,21653,11,14,2021
Arkansas,11-14-2021,519760,8567,11,14,2021
California,11-14-2021,5004587,73069,11,14,2021
Colorado,11-14-2021,806690,9424,11,14,2021
Connecticut,11-14-2021,407750,8809,11,14,2021
Delaware,11-14-2021,147875,2141,11,14,2021
Diamond Princess,11-14-2021,49,0,11,14,2021
District of Columbia,11-14-2021,65371,1194,11,14,2021
Florida,11-14-2021,3711612,60698,11,14,2021
Georgia,11-14-2021,1647265,29861,11,14,2021
Grand Princess,11-14-2021,103,3,11,14,2021
Guam,11-14-2021,18913,258,11,14,2021
Hawaii,11-14-2021,85790,977,11,14,2021
Idaho,11-14-2021,299849,3745,11,14,2021
Illinois,11-14-2021,1735596,28986,11,14,2021
Indiana,11-14-2021,1054180,17088,11,14,2021
Iowa,11-14-2021,503564,7166,11,14,2021
Kansas,11-14-2021,448345,6621,11,14,2021
Kentucky,11-14-2021,762226,10270,11,14,2021
Louisiana,11-14-2021,764354,14685,11,14,2021
Maine,11-14-2021,111145,1230,11,14,2021
Maryland,11-14-2021,571625,11061,11,14,2021
Massachusetts,11-14-2021,873281,15651,11,14,2021
Michigan,11-14-2021,1346868,24308,11,14,2021
Minnesota,11-14-2021,841625,9120,11,14,2021
Mississippi,11-14-2021,508469,10187,11,14,2021
Missouri,11-14-2021,877578,12841,11,14,2021
Montana,11-14-2021,184394,2479,11,14,2021
Nebraska,11-14-2021,296106,3048,11,14,2021
Nevada,11-14-2021,447746,7807,11,14,2021
New Hampshire,11-14-2021,144626,1622,11,14,2021
New Jersey,11-14-2021,1218406,28172,11,14,2021
New Mexico,11-14-2021,292078,5169,11,14,2021
New York,11-14-2021,2626522,56944,11,14,2021
North Carolina,11-14-2021,1501801,18411,11,14,2021
North Dakota,11-14-2021,155071,1851,11,14,2021
Northern Mariana Islands,11-14-2021,342,3,11,14,2021
Ohio,11-14-2021,1604488,26895,11,14,2021
Oklahoma,11-14-2021,652731,11633,11,14,2021
Oregon,11-14-2021,378174,4750,11,14,2021
Pennsylvania,11-14-2021,1645244,32395,11,14,2021
Puerto Rico,11-14-2021,186977,3257,11,14,2021
Rhode Island,11-14-2021,183257,2890,11,14,2021
South Carolina,11-14-2021,906945,13983,11,14,2021
South Dakota,11-14-2021,159343,2281,11,14,2021
Tennessee,11-14-2021,1295517,16627,11,14,2021
Texas,11-14-2021,4316715,72702,11,14,2021
Utah,11-14-2021,571507,3347,11,14,2021
Vermont,11-14-2021,44801,393,11,14,2021
Virgin Islands,11-14-2021,7357,84,11,14,2021
Virginia,11-14-2021,942837,14321,11,14,2021
Washington,11-14-2021,750477,8934,11,14,2021
West Virginia,11-14-2021,283075,4610,11,14,2021
Wisconsin,11-14-2021,921221,9679,11,14,2021
Wyoming,11-14-2021,107483,1298,11,14,2021
Alabama,07-13-2021,555215,11402,07,13,2021
Alaska,07-13-2021,71905,381,07,13,2021
American Samoa,07-13-2021,0,0,07,13,2021
Arizona,07-13-2021,901906,18055,07,13,2021
Arkansas,07-13-2021,358949,5970,07,13,2021
California,07-13-2021,3914214,63540,07,13,2021
Colorado,07-13-2021,568691,6943,07,13,2021
Connecticut,07-13-2021,350245,8279,07,13,2021
Delaware,07-13-2021,110112,1695,07,13,2021
Diamond Princess,07-13-2021,49,0,07,13,2021
District of Columbia,07-13-2021,49536,1144,07,13,2021
Florida,07-13-2021,2404895,38157,07,13,2021
Georgia,07-13-2021,1142268,21525,07,13,2021
Grand Princess,07-13-2021,103,3,07,13,2021
Guam,07-13-2021,8467,142,07,13,2021
Hawaii,07-13-2021,38605,521,07,13,2021
Idaho,07-13-2021,196310,2165,07,13,2021
Illinois,07-13-2021,1397670,25794,07,13,2021
Indiana,07-13-2021,758479,13933,07,13,2021
Iowa,07-13-2021,374627,6149,07,13,2021
Kansas,07-13-2021,321657,5188,07,13,2021
Kentucky,07-13-2021,468044,7271,07,13,2021
Louisiana,07-13-2021,490904,10798,07,13,2021
Maine,07-13-2021,69285,862,07,13,2021
Maryland,07-13-2021,463383,9765,07,13,2021
Massachusetts,07-13-2021,711446,14525,07,13,2021
Michigan,07-13-2021,1002488,21092,07,13,2021
Minnesota,07-13-2021,606870,7720,07,13,2021
Mississippi,07-13-2021,325072,7451,07,13,2021
Missouri,07-13-2021,642168,9857,07,13,2021
Montana,07-13-2021,114415,1676,07,13,2021
Nebraska,07-13-2021,225477,2265,07,13,2021
Nevada,07-13-2021,340600,5731,07,13,2021
New Hampshire,07-13-2021,99800,1381,07,13,2021
New Jersey,07-13-2021,1026649,26516,07,13,2021
New Mexico,07-13-2021,206666,4359,07,13,2021
New York,07-13-2021,2121761,53534,07,13,2021
North Carolina,07-13-2021,1019838,13503,07,13,2021
North Dakota,07-13-2021,110713,1563,07,13,2021
Northern Mariana Islands,07-13-2021,183,2,07,13,2021
Ohio,07-13-2021,1114835,20598,07,13,2021
Oklahoma,07-13-2021,461893,7406,07,13,2021
Oregon,07-13-2021,211065,2800,07,13,2021
Pennsylvania,07-13-2021,1228558,27759,07,13,2021
Puerto Rico,07-13-2021,140974,2555,07,13,2021
Rhode Island,07-13-2021,152842,2731,07,13,2021
South Carolina,07-13-2021,600283,9856,07,13,2021
South Dakota,07-13-2021,124652,2039,07,13,2021
Tennessee,07-13-2021,870953,12560,07,13,2021
Texas,07-13-2021,3061050,52591,07,13,2021
Utah,07-13-2021,420685,2402,07,13,2021
Vermont,07-13-2021,24497,258,07,13,2021
Virgin Islands,07-13-2021,4043,32,07,13,2021
Virginia,07-13-2021,683202,11459,07,13,2021
Washington,07-13-2021,457814,6022,07,13,2021
West Virginia,07-13-2021,164685,2909,07,13,2021
Wisconsin,07-13-2021,679180,8189,07,13,2021
Wyoming,07-13-2021,63235,760,07,13,2021
Alabama,07-12-2021,555215,11402,07,12,2021
Alaska,07-12-2021,71905,381,07,12,2021
American Samoa,07-12-2021,0,0,07,12,2021
