Province_State,Date,Confirmed,Deaths,Month,Day,Year
Wisconsin,07-04-2021,677859,8135,07,04,2021
Wyoming,07-04-2021,62445,747,07,04,2021
Alabama,07-05-2021,551298,11358,07,05,2021
Alaska,07-05-2021,71384,377,07,05,2021
American Samoa,07-05-2021,0,0,07,05,2021
Arizona,07-05-2021,897010,17979,07,05,2021
Arkansas,07-05-2021,351825,5920,07,05,2021
California,07-05-2021,3890725,63252,07,05,2021
Colorado,07-05-2021,564974,6902,07,05,2021
Connecticut,07-05-2021,349476,8279,07,05,2021
Delaware,07-05-2021,109891,1695,07,05,2021
Diamond Princess,07-05-2021,49,0,07,05,2021
District of Columbia,07-05-2021,49378,1141,07,05,2021
Florida,07-05-2021,2381148,37985,07,05,2021
Georgia,07-05-2021,1135526,21443,07,05,2021
Grand Princess,07-05-2021,103,3,07,05,2021
Guam,07-05-2021,8373,140,07,05,2021
Hawaii,07-05-2021,38043,518,07,05,2021
Idaho,07-05-2021,195172,2158,07,05,2021
Illinois,07-05-2021,1392554,25696,07,05,2021
Indiana,07-05-2021,754724,13863,07,05,2021
Iowa,07-05-2021,374207,6146,07,05,2021
Kansas,07-05-2021,319127,5158,07,05,2021
Kentucky,07-05-2021,465826,7242,07,05,2021
Louisiana,07-05-2021,482560,10757,07,05,2021
Maine,07-05-2021,69121,860,07,05,2021
Maryland,07-05-2021,462634,9751,07,05,2021
Massachusetts,07-05-2021,710138,14509,07,05,2021
Michigan,07-05-2021,1000375,21009,07,05,2021
Minnesota,07-05-2021,605660,7703,07,05,2021
Mississippi,07-05-2021,322186,7419,07,05,2021
Missouri,07-05-2021,630744,9758,07,05,2021
Montana,07-05-2021,113873,1666,07,05,2021
Nebraska,07-05-2021,224682,2261,07,05,2021
Nevada,07-05-2021,334763,5697,07,05,2021
New Hampshire,07-05-2021,99555,1372,07,05,2021
New Jersey,07-05-2021,1024311,26477,07,05,2021
New Mexico,07-05-2021,205715,4344,07,05,2021
New York,07-05-2021,2116888,53496,07,05,2021
North Carolina,07-05-2021,1014359,13434,07,05,2021
North Dakota,07-05-2021,110531,1559,07,05,2021
Northern Mariana Islands,07-05-2021,183,2,07,05,2021
Ohio,07-05-2021,1112499,20564,07,05,2021
Oklahoma,07-05-2021,458483,7388,07,05,2021
Oregon,07-05-2021,209037,2781,07,05,2021
Pennsylvania,07-05-2021,1226776,27706,07,05,2021
Puerto Rico,07-05-2021,140301,2552,07,05,2021
Rhode Island,07-05-2021,152643,2730,07,05,2021
South Carolina,07-05-2021,597961,9841,07,05,2021
South Dakota,07-05-2021,124592,2038,07,05,2021
Tennessee,07-05-2021,866877,12511,07,05,2021
Texas,07-05-2021,3044615,52388,07,05,2021
Utah,07-05-2021,416110,2378,07,05,2021
Vermont,07-05-2021,24419,258,07,05,2021
Virgin Islands,07-05-2021,3895,30,07,05,2021
Virginia,07-05-2021,681194,11431,07,05,2021
Washington,07-05-2021,452483,5939,07,05,2021
West Virginia,07-05-2021,164149,2899,07,05,2021
Wisconsin,07-05-2021,678008,8144,07,05,2021
Wyoming,07-05-2021,62445,747,07,05,2021
Alabama,12-31-2021,896614,16455,12,31,2021
Alaska,12-31-2021,157169,978,12,31,2021
American Samoa,12-31-2021,10,0,12,31,2021
Arizona,12-31-2021,1381488,24229,12,31,2021
Arkansas,12-31-2021,566486,9148,12,31,2021
California,12-31-2021,5517985,76440,12,31,2021
Colorado,12-31-2021,1001343,10806,12,31,2021
Connecticut,12-31-2021,510188,9160,12,31,2021
Delaware,12-31-2021,180366,2286,12,31,2021
Diamond Princess,12-31-2021,49,0,12,31,2021
District of Columbia,12-31-2021,94286,1211,12,31,2021
Florida,12-31-2021,4209927,62504,12,31,2021
Georgia,12-31-2021,1839879,31443,12,31,2021
Grand Princess,12-31-2021,103,3,12,31,2021
Guam,12-31-2021,19607,270,12,31,2021
Hawaii,12-31-2021,112932,1090,12,31,2021
Idaho,12-31-2021,319382,4162,12,31,2021
Illinois,12-31-2021,2149574,31017,12,31,2021
Indiana,12-31-2021,1246854,19037,12,31,2021
Iowa,12-31-2021,575501,7858,12,31,2021
Kansas,12-31-2021,520134,7006,12,31,2021
Kentucky,12-31-2021,856145,12118,12,31,2021
Louisiana,12-31-2021,828695,14986,12,31,2021
Maine,12-31-2021,146736,1531,12,31,2021
Maryland,12-31-2021,720814,11758,12,31,2021
Massachusetts,12-31-2021,1140614,16706,12,31,2021
Michigan,12-31-2021,1710325,29020,12,31,2021
Minnesota,12-31-2021,1022212,10656,12,31,2021
Mississippi,12-31-2021,543737,10450,12,31,2021
Missouri,12-31-2021,1013458,16227,12,31,2021
Montana,12-31-2021,197724,2906,12,31,2021
Nebraska,12-31-2021,338257,3338,12,31,2021
Nevada,12-31-2021,484641,8419,12,31,2021
New Hampshire,12-31-2021,198667,1961,12,31,2021
New Jersey,12-31-2021,1564253,29037,12,31,2021
New Mexico,12-31-2021,350043,5855,12,31,2021
New York,12-31-2021,3480280,59508,12,31,2021
North Carolina,12-31-2021,1686667,19426,12,31,2021
North Dakota,12-31-2021,174359,2057,12,31,2021
Northern Mariana Islands,12-31-2021,3255,13,12,31,2021
Ohio,12-31-2021,2016082,31898,12,31,2021
Oklahoma,12-31-2021,708938,12419,12,31,2021
Oregon,12-31-2021,421263,5655,12,31,2021
Pennsylvania,12-31-2021,2036424,36705,12,31,2021
Puerto Rico,12-31-2021,272724,3305,12,31,2021
Rhode Island,12-31-2021,231096,3066,12,31,2021
South Carolina,12-31-2021,975320,14636,12,31,2021
South Dakota,12-31-2021,179204,2486,12,31,2021
Tennessee,12-31-2021,1436101,20762,12,31,2021
Texas,12-31-2021,4626751,75640,12,31,2021
Utah,12-31-2021,636992,3787,12,31,2021
Vermont,12-31-2021,64447,471,12,31,2021
Virgin Islands,12-31-2021,9648,89,12,31,2021
Virginia,12-31-2021,1118518,15587,12,31,2021
Washington,12-31-2021,849075,9853,12,31,2021
West Virginia,12-31-2021,328162,5336,12,31,2021
Wisconsin,12-31-2021,1120663,11173,12,31,2021
Wyoming,12-31-2021,115638,1526,12,31,2021
Alabama,12-30-2021,888563,16455,12,30,2021
Alaska,12-30-2021,157169,978,12,30,2021
American Samoa,12-30-2021,10,0,12,30,2021
Arizona,12-30-2021,1368080,24171,12,30,2021
Arkansas,12-30-2021,562529,9131,12,30,2021
California,12-30-2021,5481885,76357,12,30,2021
Colorado,12-30-2021,992850,10779,12,30,2021
Connecticut,12-30-2021,510188,9160,12,30,2021
Delaware,12-30-2021,176863,2286,12,30,2021
Diamond Princess,12-30-2021,49,0,12,30,2021
District of Columbia,12-30-2021,94286,1211,12,30,2021
Florida,12-30-2021,4090000,62480,12,30,2021
Georgia,12-30-2021,1816441,31418,12,30,2021
Grand Princess,12-30-2021,103,3,12,30,2021
Guam,12-30-2021,19607,270,12,30,2021
Hawaii,12-30-2021,109642,1085,12,30,2021
Idaho,12-30-2021,319382,4162,12,30,2021
Illinois,12-30-2021,2149574,30995,12,30,2021
Indiana,12-30-2021,1246854,19037,12,30,2021
Iowa,12-30-2021,575501,7858,12,30,2021
Kansas,12-30-2021,520134,7006,12,30,2021
Kentucky,12-30-2021,856145,12118,12,30,2021
Louisiana,12-30-2021,828695,14986,12,30,2021
Maine,12-30-2021,145629,1527,12,30,2021
Maryland,12-30-2021,707707,11758,12,30,2021
Massachusetts,12-30-2021,1117911,16655,12,30,2021
Michigan,12-30-2021,1710325,29020,12,30,2021
Minnesota,12-30-2021,1022212,10656,12,30,2021
Mississippi,12-30-2021,543737,10450,12,30,2021
Missouri,12-30-2021,1012928,16221,12,30,2021
Montana,12-30-2021,197724,2906,12,30,2021
Nebraska,12-30-2021,338257,3338,12,30,2021
Nevada,12-30-2021,484641,8419,12,30,2021
New Hampshire,12-30-2021,198667,1961,12,30,2021
New Jersey,12-30-2021,1530529,29000,12,30,2021
New Mexico,12-30-2021,350043,5855,12,30,2021
New York,12-30-2021,3402190,59434,12,30,2021
North Carolina,12-30-2021,1667493,19399,12,30,2021
North Dakota,12-30-2021,173906,2052,12,30,2021
Northern Mariana Islands,12-30-2021,3085,13,12,30,2021
Ohio,12-30-2021,1995497,31770,12,30,2021
Oklahoma,12-30-2021,704964,12419,12,30,2021
Oregon,12-30-2021,421263,5655,12,30,2021
Pennsylvania,12-30-2021,2015367,36639,12,30,2021
Puerto Rico,12-30-2021,257948,3298,12,30,2021
Rhode Island,12-30-2021,231096,3066,12,30,2021
South Carolina,12-30-2021,966259,14617,12,30,2021
South Dakota,12-30-2021,179204,2486,12,30,2021
Tennessee,12-30-2021,1424826,20761,12,30,2021
Texas,12-30-2021,4610880,75639,12,30,2021
Utah,12-30-2021,636992,3787,12,30,2021
Vermont,12-30-2021,64447,471,12,30,2021
Virgin Islands,12-30-2021,9055,89,12,30,2021
Virginia,12-30-2021,1100900,15565,12,30,2021
Washington,12-30-2021,849075,9853,12,30,2021
West Virginia,12-30-2021,328162,5336,12,30,2021
Wisconsin,12-30-2021,1112655,11151,12,30,2021
Wyoming,12-30-2021,115638,1526,12,30,2021
Alabama,11-02-2021,833009,15629,11,02,2021
Alaska,11-02-2021,139925,734,11,02,2021
American Samoa,11-02-2021,4,0,11,02,2021
Arizona,11-02-2021,1172105,21156,11,02,2021
Arkansas,11-02-2021,513993,8412,11,02,2021
California,11-02-2021,4934977,72148,11,02,2021
Colorado,11-02-2021,766147,8965,11,02,2021
Connecticut,11-02-2021,403827,8776,11,02,2021
Delaware,11-02-2021,144473,2095,11,02,2021
Diamond Princess,11-02-2021,49,0,11,02,2021
District of Columbia,11-02-2021,64541,1193,11,02,2021
Florida,11-02-2021,3690812,59670,11,02,2021
Georgia,11-02-2021,1637571,29237,11,02,2021
Grand Princess,11-02-2021,103,3,11,02,2021
Guam,11-02-2021,18321,242,11,02,2021
Hawaii,11-02-2021,84402,916,11,02,2021
Idaho,11-02-2021,293241,3577,11,02,2021
Illinois,11-02-2021,1704047,28719,11,02,2021
Indiana,11-02-2021,1027298,16783,11,02,2021
Iowa,11-02-2021,488885,6965,11,02,2021
Kansas,11-02-2021,436487,6424,11,02,2021
Kentucky,11-02-2021,746588,9834,11,02,2021
Louisiana,11-02-2021,760246,14565,11,02,2021
Maine,11-02-2021,105121,1179,11,02,2021
Maryland,11-02-2021,562200,10913,11,02,2021
Massachusetts,11-02-2021,856494,15530,11,02,2021
Michigan,11-02-2021,1285518,23730,11,02,2021
Minnesota,11-02-2021,805015,8842,11,02,2021
Mississippi,11-02-2021,505266,10129,11,02,2021
Missouri,11-02-2021,861943,12678,11,02,2021
Montana,11-02-2021,178114,2380,11,02,2021
Nebraska,11-02-2021,286373,2984,11,02,2021
Nevada,11-02-2021,441146,7667,11,02,2021
New Hampshire,11-02-2021,137156,1572,11,02,2021
New Jersey,11-02-2021,1200953,28004,11,02,2021
New Mexico,11-02-2021,278509,5073,11,02,2021
New York,11-02-2021,2567747,56533,11,02,2021
North Carolina,11-02-2021,1483678,18130,11,02,2021
North Dakota,11-02-2021,149588,1810,11,02,2021
Northern Mariana Islands,11-02-2021,312,3,11,02,2021
Ohio,11-02-2021,1551705,26206,11,02,2021
Oklahoma,11-02-2021,646132,10710,11,02,2021
Oregon,11-02-2021,368696,4405,11,02,2021
Pennsylvania,11-02-2021,1587165,31530,11,02,2021
Puerto Rico,11-02-2021,185435,3236,11,02,2021
Rhode Island,11-02-2021,180187,2881,11,02,2021
South Carolina,11-02-2021,899912,13766,11,02,2021
South Dakota,11-02-2021,155603,2249,11,02,2021
Tennessee,11-02-2021,1282608,16393,11,02,2021
Texas,11-02-2021,4278334,71306,11,02,2021
Utah,11-02-2021,554311,3248,11,02,2021
Vermont,11-02-2021,40513,369,11,02,2021
Virgin Islands,11-02-2021,7233,81,11,02,2021
Virginia,11-02-2021,929244,14020,11,02,2021
Washington,11-02-2021,731894,8693,11,02,2021
West Virginia,11-02-2021,273659,4475,11,02,2021
Wisconsin,11-02-2021,890607,9467,11,02,2021
Wyoming,11-02-2021,103926,1207,11,02,2021
Alabama,11-03-2021,833493,15676,11,03,2021
Alaska,11-03-2021,140601,737,11,03,2021
American Samoa,11-03-2021,4,0,11,03,2021
Arizona,11-03-2021,1175520,21273,11,03,2021
Arkansas,11-03-2021,514539,8434,11,03,2021
California,11-03-2021,4940469,72241,11,03,2021
Colorado,11-03-2021,770069,9007,11,03,2021
Connecticut,11-03-2021,404218,8776,11,03,2021
Delaware,11-03-2021,144755,2096,11,03,2021
Diamond Princess,11-03-2021,49,0,11,03,2021
District of Columbia,11-03-2021,64602,1193,11,03,2021
Florida,11-03-2021,3690812,59670,11,03,2021
Georgia,11-03-2021,1638606,29310,11,03,2021
Grand Princess,11-03-2021,103,3,11,03,2021
Guam,11-03-2021,18410,245,11,03,2021
Hawaii,11-03-2021,84578,919,11,03,2021
Idaho,11-03-2021,294485,3600,11,03,2021
Illinois,11-03-2021,1705793,28759,11,03,2021
Indiana,11-03-2021,1029339,16841,11,03,2021
Iowa,11-03-2021,491052,7069,11,03,2021
Kansas,11-03-2021,438703,6451,11,03,2021
Kentucky,11-03-2021,748202,9856,11,03,2021
Louisiana,11-03-2021,760691,14585,11,03,2021
Maine,11-03-2021,105781,1193,11,03,2021
Maryland,11-03-2021,562896,10925,11,03,2021
Massachusetts,11-03-2021,857959,15545,11,03,2021
Michigan,11-03-2021,1297496,23879,11,03,2021
Minnesota,11-03-2021,807956,8885,11,03,2021
Mississippi,11-03-2021,505661,10134,11,03,2021
Missouri,11-03-2021,863242,12687,11,03,2021
Montana,11-03-2021,178980,2396,11,03,2021
Nebraska,11-03-2021,287345,2987,11,03,2021
Nevada,11-03-2021,441916,7676,11,03,2021
New Hampshire,11-03-2021,137778,1581,11,03,2021
New Jersey,11-03-2021,1202251,28011,11,03,2021
New Mexico,11-03-2021,279670,5085,11,03,2021
New York,11-03-2021,2571761,56579,11,03,2021
North Carolina,11-03-2021,1485455,18191,11,03,2021
North Dakota,11-03-2021,150189,1815,11,03,2021
Northern Mariana Islands,11-03-2021,312,3,11,03,2021
Ohio,11-03-2021,1556208,26270,11,03,2021
Oklahoma,11-03-2021,646763,10879,11,03,2021
Oregon,11-03-2021,369815,4469,11,03,2021
Pennsylvania,11-03-2021,1591266,31711,11,03,2021
Puerto Rico,11-03-2021,185553,3236,11,03,2021
Rhode Island,11-03-2021,180488,2881,11,03,2021
South Carolina,11-03-2021,900464,13803,11,03,2021
South Dakota,11-03-2021,156123,2253,11,03,2021
Tennessee,11-03-2021,1283875,16425,11,03,2021
Texas,11-03-2021,4283172,71461,11,03,2021
Utah,11-03-2021,556463,3262,11,03,2021
Vermont,11-03-2021,40727,374,11,03,2021
Virgin Islands,11-03-2021,7251,82,11,03,2021
Virginia,11-03-2021,930679,14052,11,03,2021
Washington,11-03-2021,733535,8727,11,03,2021
West Virginia,11-03-2021,274508,4490,11,03,2021
Wisconsin,11-03-2021,893028,9495,11,03,2021
Wyoming,11-03-2021,104403,1243,11,03,2021
Alabama,08-21-2021,659750,12000,08,21,2021
Alaska,08-21-2021,83156,414,08,21,2021
American Samoa,08-21-2021,0,0,08,21,2021
Arizona,08-21-2021,982775,18597,08,21,2021
Arkansas,08-21-2021,434027,6645,08,21,2021
California,08-21-2021,4323639,64723,08,21,2021
Colorado,08-21-2021,609311,7281,08,21,2021
Connecticut,08-21-2021,365856,8337,08,21,2021
Delaware,08-21-2021,116461,1854,08,21,2021
Diamond Princess,08-21-2021,49,0,08,21,2021
District of Columbia,08-21-2021,53342,1155,08,21,2021
Florida,08-21-2021,3071489,42252,08,21,2021
Georgia,08-21-2021,1307084,22199,08,21,2021
Grand Princess,08-21-2021,103,3,08,21,2021
Guam,08-21-2021,9298,144,08,21,2021
Hawaii,08-21-2021,55206,563,08,21,2021
Idaho,08-21-2021,212939,2283,08,21,2021
Illinois,08-21-2021,1482376,26223,08,21,2021
Indiana,08-21-2021,817149,14228,08,21,2021
Iowa,08-21-2021,395167,6226,08,21,2021
Kansas,08-21-2021,356675,5498,08,21,2021
Kentucky,08-21-2021,537817,7532,08,21,2021
Louisiana,08-21-2021,649915,11918,08,21,2021
Maine,08-21-2021,73660,924,08,21,2021
Maryland,08-21-2021,485978,9938,08,21,2021
Massachusetts,08-21-2021,743735,14703,08,21,2021
Michigan,08-21-2021,1040673,21393,08,21,2021
Minnesota,08-21-2021,633556,7853,08,21,2021
Mississippi,08-21-2021,406249,7991,08,21,2021
Missouri,08-21-2021,742751,10658,08,21,2021
Montana,08-21-2021,122318,1755,08,21,2021
Nebraska,08-21-2021,237492,2302,08,21,2021
Nevada,08-21-2021,378700,6280,08,21,2021
New Hampshire,08-21-2021,104571,1397,08,21,2021
New Jersey,08-21-2021,1072856,26750,08,21,2021
New Mexico,08-21-2021,223796,4472,08,21,2021
New York,08-21-2021,2233083,54012,08,21,2021
North Carolina,08-21-2021,1144894,14059,08,21,2021
North Dakota,08-21-2021,114570,1582,08,21,2021
Northern Mariana Islands,08-21-2021,183,2,08,21,2021
Ohio,08-21-2021,1178792,21085,08,21,2021
Oklahoma,08-21-2021,524376,7676,08,21,2021
Oregon,08-21-2021,252977,3012,08,21,2021
Pennsylvania,08-21-2021,1280883,28074,08,21,2021
Puerto Rico,08-21-2021,163795,2738,08,21,2021
Rhode Island,08-21-2021,159710,2753,08,21,2021
South Carolina,08-21-2021,681659,10213,08,21,2021
South Dakota,08-21-2021,128297,2059,08,21,2021
Tennessee,08-21-2021,992207,13116,08,21,2021
Texas,08-21-2021,3490811,55173,08,21,2021
Utah,08-21-2021,451655,2572,08,21,2021
Vermont,08-21-2021,26924,270,08,21,2021
Virgin Islands,08-21-2021,5605,45,08,21,2021
Virginia,08-21-2021,734079,11647,08,21,2021
Washington,08-21-2021,528453,6356,08,21,2021
West Virginia,08-21-2021,177533,3008,08,21,2021
Wisconsin,08-21-2021,714600,8368,08,21,2021
Wyoming,08-21-2021,70671,809,08,21,2021
Alabama,08-20-2021,653540,11942,08,20,2021
Alaska,08-20-2021,83156,414,08,20,2021
American Samoa,08-20-2021,0,0,08,20,2021
Arizona,08-20-2021,979580,18561,08,20,2021
Arkansas,08-20-2021,431507,6614,08,20,2021
California,08-20-2021,4309624,64647,08,20,2021
Colorado,08-20-2021,607997,7271,08,20,2021
Connecticut,08-20-2021,365856,8337,08,20,2021
Delaware,08-20-2021,116073,1851,08,20,2021
Diamond Princess,08-20-2021,49,0,08,20,2021
District of Columbia,08-20-2021,53342,1155,08,20,2021
Florida,08-20-2021,3071489,42252,08,20,2021
Georgia,08-20-2021,1307084,22199,08,20,2021
Grand Princess,08-20-2021,103,3,08,20,2021
Guam,08-20-2021,9298,144,08,20,2021
Hawaii,08-20-2021,54443,562,08,20,2021
Idaho,08-20-2021,212939,2283,08,20,2021
Illinois,08-20-2021,1482376,26215,08,20,2021
Indiana,08-20-2021,817149,14228,08,20,2021
Iowa,08-20-2021,392970,6226,08,20,2021
Kansas,08-20-2021,356541,5498,08,20,2021
Kentucky,08-20-2021,534430,7517,08,20,2021
Louisiana,08-20-2021,649915,11918,08,20,2021
Maine,08-20-2021,73455,922,08,20,2021
Maryland,08-20-2021,484847,9922,08,20,2021
Massachusetts,08-20-2021,743735,14703,08,20,2021
Michigan,08-20-2021,1040673,21393,08,20,2021
Minnesota,08-20-2021,633556,7853,08,20,2021
Mississippi,08-20-2021,406249,7991,08,20,2021
Missouri,08-20-2021,740269,10635,08,20,2021
Montana,08-20-2021,122318,1755,08,20,2021
Nebraska,08-20-2021,236755,2302,08,20,2021
Nevada,08-20-2021,378700,6280,08,20,2021
New Hampshire,08-20-2021,104571,1397,08,20,2021
New Jersey,08-20-2021,1070698,26739,08,20,2021
New Mexico,08-20-2021,223796,4472,08,20,2021
New York,08-20-2021,2227140,53974,08,20,2021
North Carolina,08-20-2021,1144894,14059,08,20,2021
North Dakota,08-20-2021,114451,1581,08,20,2021
Northern Mariana Islands,08-20-2021,183,2,08,20,2021
Ohio,08-20-2021,1175340,21053,08,20,2021
Oklahoma,08-20-2021,524376,7676,08,20,2021
Oregon,08-20-2021,252977,3012,08,20,2021
Pennsylvania,08-20-2021,1278084,28059,08,20,2021
Puerto Rico,08-20-2021,162941,2725,08,20,2021
Rhode Island,08-20-2021,159710,2753,08,20,2021
South Carolina,08-20-2021,681659,10213,08,20,2021
South Dakota,08-20-2021,128297,2059,08,20,2021
Tennessee,08-20-2021,982417,13104,08,20,2021
Texas,08-20-2021,3461175,54997,08,20,2021
Utah,08-20-2021,451655,2572,08,20,2021
Vermont,08-20-2021,26778,270,08,20,2021
Virgin Islands,08-20-2021,5556,44,08,20,2021
Virginia,08-20-2021,734079,11647,08,20,2021
Washington,08-20-2021,528453,6356,08,20,2021
West Virginia,08-20-2021,177533,3008,08,20,2021
Wisconsin,08-20-2021,714600,8368,08,20,2021
Wyoming,08-20-2021,70671,809,08,20,2021
Alabama,03-25-2021,513138,10504,03,25,2021
Alaska,03-25-2021,62063,313,03,25,2021
American Samoa,03-25-2021,0,0,03,25,2021
Arizona,03-25-2021,837987,16874,03,25,2021
Arkansas,03-25-2021,329511,5571,03,25,2021
California,03-25-2021,3711171,57526,03,25,2021
Colorado,03-25-2021,470198,6176,03,25,2021
Connecticut,03-25-2021,303510,7862,03,25,2021
Delaware,03-25-2021,93038,1536,03,25,2021
Diamond Princess,03-25-2021,49,0,03,25,2021
District of Columbia,03-25-2021,43669,1053,03,25,2021
Florida,03-25-2021,2027429,32957,03,25,2021
Georgia,03-25-2021,1051361,18751,03,25,2021
Grand Princess,03-25-2021,103,3,03,25,2021
Guam,03-25-2021,7794,134,03,25,2021
Hawaii,03-25-2021,30095,458,03,25,2021
Idaho,03-25-2021,178887,1954,03,25,2021
Illinois,03-25-2021,1229898,23442,03,25,2021
Indiana,03-25-2021,680998,12982,03,25,2021
Iowa,03-25-2021,348498,5708,03,25,2021
Kansas,03-25-2021,302152,4875,03,25,2021
Kentucky,03-25-2021,423414,5970,03,25,2021
Louisiana,03-25-2021,442620,10073,03,25,2021
Maine,03-25-2021,49190,731,03,25,2021
Maryland,03-25-2021,403982,8217,03,25,2021
Massachusetts,03-25-2021,622226,13746,03,25,2021
Michigan,03-25-2021,712393,17003,03,25,2021
Minnesota,03-25-2021,510398,6892,03,25,2021
Mississippi,03-25-2021,303942,6987,03,25,2021
Missouri,03-25-2021,578148,8788,03,25,2021
Montana,03-25-2021,103830,1435,03,25,2021
Nebraska,03-25-2021,207227,2174,03,25,2021
Nevada,03-25-2021,302171,5215,03,25,2021
New Hampshire,03-25-2021,82039,1229,03,25,2021
New Jersey,03-25-2021,881882,24330,03,25,2021
New Mexico,03-25-2021,190491,3916,03,25,2021
New York,03-25-2021,1825069,49589,03,25,2021
North Carolina,03-25-2021,903374,11987,03,25,2021
North Dakota,03-25-2021,102171,1497,03,25,2021
Northern Mariana Islands,03-25-2021,159,2,03,25,2021
Ohio,03-25-2021,1006171,19209,03,25,2021
Oklahoma,03-25-2021,437821,4850,03,25,2021
Oregon,03-25-2021,162804,2370,03,25,2021
Pennsylvania,03-25-2021,1009812,24913,03,25,2021
Puerto Rico,03-25-2021,105226,2106,03,25,2021
Rhode Island,03-25-2021,135290,2607,03,25,2021
South Carolina,03-25-2021,545254,9083,03,25,2021
South Dakota,03-25-2021,116624,1927,03,25,2021
Tennessee,03-25-2021,799429,11752,03,25,2021
Texas,03-25-2021,2809714,47796,03,25,2021
Utah,03-25-2021,383260,2088,03,25,2021
Vermont,03-25-2021,18215,223,03,25,2021
Virgin Islands,03-25-2021,2877,25,03,25,2021
Virginia,03-25-2021,610263,10147,03,25,2021
Washington,03-25-2021,358606,5213,03,25,2021
West Virginia,03-25-2021,139251,2624,03,25,2021
Wisconsin,03-25-2021,632123,7267,03,25,2021
Wyoming,03-25-2021,55920,695,03,25,2021
Alabama,03-24-2021,512711,10487,03,24,2021
Alaska,03-24-2021,61914,312,03,24,2021
American Samoa,03-24-2021,0,0,03,24,2021
Arizona,03-24-2021,837849,16842,03,24,2021
Arkansas,03-24-2021,329177,5560,03,24,2021
California,03-24-2021,3708302,57267,03,24,2021
Colorado,03-24-2021,469062,6174,03,24,2021
Connecticut,03-24-2021,302022,7852,03,24,2021
Delaware,03-24-2021,92819,1535,03,24,2021
Diamond Princess,03-24-2021,49,0,03,24,2021
District of Columbia,03-24-2021,43595,1053,03,24,2021
Florida,03-24-2021,2021656,32850,03,24,2021
Georgia,03-24-2021,1049397,18660,03,24,2021
Grand Princess,03-24-2021,103,3,03,24,2021
Guam,03-24-2021,7789,134,03,24,2021
Hawaii,03-24-2021,29974,457,03,24,2021
Idaho,03-24-2021,178544,1952,03,24,2021
Illinois,03-24-2021,1227708,23408,03,24,2021
Indiana,03-24-2021,680046,12975,03,24,2021
Iowa,03-24-2021,347592,5689,03,24,2021
Kansas,03-24-2021,302103,4874,03,24,2021
Kentucky,03-24-2021,422694,5863,03,24,2021
