Province_State,Date,Confirmed,Deaths,Month,Day,Year
Kansas,12-18-2020,202985,2353,12,18,2020
Kentucky,12-18-2020,237189,2344,12,18,2020
Louisiana,12-18-2020,282434,6994,12,18,2020
Maine,12-18-2020,18337,281,12,18,2020
Maryland,12-18-2020,246553,5358,12,18,2020
Massachusetts,12-18-2020,314926,9825,12,18,2020
Michigan,12-18-2020,491875,11868,12,18,2020
Minnesota,12-18-2020,391889,4782,12,18,2020
Mississippi,12-18-2020,190411,4354,12,18,2020
Missouri,12-18-2020,398000,5009,12,18,2020
Montana,12-18-2020,75992,854,12,18,2020
Nebraska,12-18-2020,154745,1470,12,18,2020
Nevada,12-18-2020,199257,2706,12,18,2020
New Hampshire,12-18-2020,35712,638,12,18,2020
New Jersey,12-18-2020,466320,18124,12,18,2020
New Mexico,12-18-2020,127500,2128,12,18,2020
New York,12-18-2020,837711,36018,12,18,2020
North Carolina,12-18-2020,466104,6125,12,18,2020
North Dakota,12-18-2020,89234,1225,12,18,2020
Northern Mariana Islands,12-18-2020,115,2,12,18,2020
Ohio,12-18-2020,605862,11396,12,18,2020
Oklahoma,12-18-2020,251821,2161,12,18,2020
Oregon,12-18-2020,100308,1304,12,18,2020
Pennsylvania,12-18-2020,546998,13579,12,18,2020
Puerto Rico,12-18-2020,66132,1333,12,18,2020
Rhode Island,12-18-2020,77812,1734,12,18,2020
South Carolina,12-18-2020,267076,4872,12,18,2020
South Dakota,12-18-2020,93772,1329,12,18,2020
Tennessee,12-18-2020,500704,5960,12,18,2020
Texas,12-18-2020,1524149,25820,12,18,2020
Utah,12-18-2020,246562,1140,12,18,2020
Vermont,12-18-2020,6243,107,12,18,2020
Virgin Islands,12-18-2020,1900,23,12,18,2020
Virginia,12-18-2020,299388,4598,12,18,2020
Washington,12-18-2020,220268,3104,12,18,2020
West Virginia,12-18-2020,69751,1091,12,18,2020
Wisconsin,12-18-2020,486364,4632,12,18,2020
Wyoming,12-18-2020,41359,351,12,18,2020
Alabama,08-09-2020,101466,1768,08,09,2020
Alaska,08-09-2020,3760,26,08,09,2020
American Samoa,08-09-2020,0,0,08,09,2020
Arizona,08-09-2020,186923,4150,08,09,2020
Arkansas,08-09-2020,49383,544,08,09,2020
California,08-09-2020,569313,10291,08,09,2020
Colorado,08-09-2020,54434,1887,08,09,2020
Connecticut,08-09-2020,50320,4441,08,09,2020
Delaware,08-09-2020,15575,606,08,09,2020
Diamond Princess,08-09-2020,49,0,08,09,2020
District of Columbia,08-09-2020,12753,591,08,09,2020
Florida,08-09-2020,532806,8186,08,09,2020
Georgia,08-09-2020,216596,4199,08,09,2020
Grand Princess,08-09-2020,103,3,08,09,2020
Guam,08-09-2020,418,5,08,09,2020
Hawaii,08-09-2020,3498,31,08,09,2020
Idaho,08-09-2020,24675,237,08,09,2020
Illinois,08-09-2020,195380,7845,08,09,2020
Indiana,08-09-2020,74328,2981,08,09,2020
Iowa,08-09-2020,48919,931,08,09,2020
Kansas,08-09-2020,30644,381,08,09,2020
Kentucky,08-09-2020,34982,773,08,09,2020
Louisiana,08-09-2020,131399,4263,08,09,2020
Maine,08-09-2020,4044,125,08,09,2020
Maryland,08-09-2020,95503,3585,08,09,2020
Massachusetts,08-09-2020,121040,8735,08,09,2020
Michigan,08-09-2020,96726,6519,08,09,2020
Minnesota,08-09-2020,60898,1698,08,09,2020
Mississippi,08-09-2020,67173,1896,08,09,2020
Missouri,08-09-2020,60307,1354,08,09,2020
Montana,08-09-2020,4952,75,08,09,2020
Nebraska,08-09-2020,28432,345,08,09,2020
Nevada,08-09-2020,56230,957,08,09,2020
New Hampshire,08-09-2020,6835,419,08,09,2020
New Jersey,08-09-2020,187399,15874,08,09,2020
New Mexico,08-09-2020,22315,685,08,09,2020
New York,08-09-2020,420860,32607,08,09,2020
North Carolina,08-09-2020,136346,2192,08,09,2020
North Dakota,08-09-2020,7703,112,08,09,2020
Northern Mariana Islands,08-09-2020,48,2,08,09,2020
Ohio,08-09-2020,100848,3397,08,09,2020
Oklahoma,08-09-2020,43566,603,08,09,2020
Oregon,08-09-2020,21272,356,08,09,2020
Pennsylvania,08-09-2020,123016,7316,08,09,2020
Puerto Rico,08-09-2020,22121,279,08,09,2020
Rhode Island,08-09-2020,19738,1037,08,09,2020
South Carolina,08-09-2020,100435,2031,08,09,2020
South Dakota,08-09-2020,9605,146,08,09,2020
Tennessee,08-09-2020,120784,1223,08,09,2020
Texas,08-09-2020,505411,9561,08,09,2020
Utah,08-09-2020,44127,336,08,09,2020
Vermont,08-09-2020,1459,58,08,09,2020
Virgin Islands,08-09-2020,528,9,08,09,2020
Virginia,08-09-2020,100086,2326,08,09,2020
Washington,08-09-2020,63769,1722,08,09,2020
West Virginia,08-09-2020,7695,139,08,09,2020
Wisconsin,08-09-2020,60554,998,08,09,2020
Wyoming,08-09-2020,3050,28,08,09,2020
Alabama,06-10-2020,22659,744,06,10,2020
Alaska,06-10-2020,605,11,06,10,2020
American Samoa,06-10-2020,0,0,06,10,2020
Arizona,06-10-2020,29852,1101,06,10,2020
Arkansas,06-10-2020,10368,165,06,10,2020
California,06-10-2020,140612,4805,06,10,2020
Colorado,06-10-2020,30778,1665,06,10,2020
Connecticut,06-10-2020,44347,4120,06,10,2020
Delaware,06-10-2020,10056,533,06,10,2020
Diamond Princess,06-10-2020,49,0,06,10,2020
District of Columbia,06-10-2020,9537,499,06,10,2020
Florida,06-10-2020,67371,2801,06,10,2020
Georgia,06-10-2020,53980,2329,06,10,2020
Grand Princess,06-10-2020,103,3,06,10,2020
Guam,06-10-2020,180,5,06,10,2020
Hawaii,06-10-2020,685,17,06,10,2020
Idaho,06-10-2020,3260,85,06,10,2020
Illinois,06-10-2020,129837,6095,06,10,2020
Indiana,06-10-2020,38337,2307,06,10,2020
Iowa,06-10-2020,22626,631,06,10,2020
Kansas,06-10-2020,10750,240,06,10,2020
Kentucky,06-10-2020,11883,484,06,10,2020
Louisiana,06-10-2020,44030,2968,06,10,2020
Maine,06-10-2020,2637,100,06,10,2020
Maryland,06-10-2020,59465,2844,06,10,2020
Massachusetts,06-10-2020,104156,7454,06,10,2020
Michigan,06-10-2020,65182,5955,06,10,2020
Minnesota,06-10-2020,28869,1267,06,10,2020
Mississippi,06-10-2020,18483,868,06,10,2020
Missouri,06-10-2020,15493,859,06,10,2020
Montana,06-10-2020,561,18,06,10,2020
Nebraska,06-10-2020,16058,191,06,10,2020
Nevada,06-10-2020,10218,449,06,10,2020
New Hampshire,06-10-2020,5178,301,06,10,2020
New Jersey,06-10-2020,165823,12377,06,10,2020
New Mexico,06-10-2020,9250,410,06,10,2020
New York,06-10-2020,380156,30384,06,10,2020
North Carolina,06-10-2020,38473,1090,06,10,2020
North Dakota,06-10-2020,2982,73,06,10,2020
Northern Mariana Islands,06-10-2020,30,2,06,10,2020
Ohio,06-10-2020,39575,2330,06,10,2020
Oklahoma,06-10-2020,7483,356,06,10,2020
Oregon,06-10-2020,5060,169,06,10,2020
Pennsylvania,06-10-2020,80594,6070,06,10,2020
Puerto Rico,06-10-2020,5329,143,06,10,2020
Rhode Island,06-10-2020,15756,895,06,10,2020
South Carolina,06-10-2020,15759,575,06,10,2020
South Dakota,06-10-2020,5604,69,06,10,2020
Tennessee,06-10-2020,28004,436,06,10,2020
Texas,06-10-2020,78479,1997,06,10,2020
Utah,06-10-2020,12864,128,06,10,2020
Vermont,06-10-2020,1095,55,06,10,2020
Virgin Islands,06-10-2020,72,6,06,10,2020
Virginia,06-10-2020,52177,1514,06,10,2020
Washington,06-10-2020,24892,1186,06,10,2020
West Virginia,06-10-2020,2194,85,06,10,2020
Wisconsin,06-10-2020,21593,671,06,10,2020
Wyoming,06-10-2020,980,18,06,10,2020
Alabama,06-11-2020,23370,755,06,11,2020
Alaska,06-11-2020,622,11,06,11,2020
American Samoa,06-11-2020,0,0,06,11,2020
Arizona,06-11-2020,31267,1135,06,11,2020
Arkansas,06-11-2020,10816,171,06,11,2020
California,06-11-2020,143622,4870,06,11,2020
Colorado,06-11-2020,30958,1669,06,11,2020
Connecticut,06-11-2020,44461,4146,06,11,2020
Delaware,06-11-2020,10106,535,06,11,2020
Diamond Princess,06-11-2020,49,0,06,11,2020
District of Columbia,06-11-2020,9589,502,06,11,2020
Florida,06-11-2020,69069,2848,06,11,2020
Georgia,06-11-2020,54973,2375,06,11,2020
Grand Princess,06-11-2020,103,3,06,11,2020
Guam,06-11-2020,183,5,06,11,2020
Hawaii,06-11-2020,692,17,06,11,2020
Idaho,06-11-2020,3260,85,06,11,2020
Illinois,06-11-2020,130603,6185,06,11,2020
Indiana,06-11-2020,38748,2322,06,11,2020
Iowa,06-11-2020,22973,640,06,11,2020
Kansas,06-11-2020,10823,243,06,11,2020
Kentucky,06-11-2020,11945,493,06,11,2020
Louisiana,06-11-2020,44472,2987,06,11,2020
Maine,06-11-2020,2667,100,06,11,2020
Maryland,06-11-2020,60197,2875,06,11,2020
Massachusetts,06-11-2020,104667,7492,06,11,2020
Michigan,06-11-2020,65449,5985,06,11,2020
Minnesota,06-11-2020,29316,1280,06,11,2020
Mississippi,06-11-2020,18483,868,06,11,2020
Missouri,06-11-2020,15693,870,06,11,2020
Montana,06-11-2020,563,18,06,11,2020
Nebraska,06-11-2020,16315,212,06,11,2020
Nevada,06-11-2020,10473,459,06,11,2020
New Hampshire,06-11-2020,5209,308,06,11,2020
New Jersey,06-11-2020,166318,12443,06,11,2020
New Mexico,06-11-2020,9367,420,06,11,2020
New York,06-11-2020,380892,30422,06,11,2020
North Carolina,06-11-2020,39584,1106,06,11,2020
North Dakota,06-11-2020,3018,74,06,11,2020
Northern Mariana Islands,06-11-2020,30,2,06,11,2020
Ohio,06-11-2020,40004,2343,06,11,2020
Oklahoma,06-11-2020,7626,358,06,11,2020
Oregon,06-11-2020,5237,171,06,11,2020
Pennsylvania,06-11-2020,81139,6122,06,11,2020
Puerto Rico,06-11-2020,5352,144,06,11,2020
Rhode Island,06-11-2020,15862,901,06,11,2020
South Carolina,06-11-2020,16441,588,06,11,2020
South Dakota,06-11-2020,5665,73,06,11,2020
Tennessee,06-11-2020,28616,441,06,11,2020
Texas,06-11-2020,80122,2024,06,11,2020
Utah,06-11-2020,13252,131,06,11,2020
Vermont,06-11-2020,1110,55,06,11,2020
Virgin Islands,06-11-2020,72,6,06,11,2020
Virginia,06-11-2020,52647,1520,06,11,2020
Washington,06-11-2020,25176,1198,06,11,2020
West Virginia,06-11-2020,2217,86,06,11,2020
Wisconsin,06-11-2020,21926,682,06,11,2020
Wyoming,06-11-2020,1009,18,06,11,2020
Alabama,08-08-2020,99854,1755,08,08,2020
Alaska,08-08-2020,3659,26,08,08,2020
American Samoa,08-08-2020,0,0,08,08,2020
Arizona,08-08-2020,186107,4137,08,08,2020
Arkansas,08-08-2020,48811,535,08,08,2020
California,08-08-2020,561956,10208,08,08,2020
Colorado,08-08-2020,54204,1886,08,08,2020
Connecticut,08-08-2020,50320,4441,08,08,2020
Delaware,08-08-2020,15502,606,08,08,2020
Diamond Princess,08-08-2020,49,0,08,08,2020
District of Columbia,08-08-2020,12653,590,08,08,2020
Florida,08-08-2020,526577,8109,08,08,2020
Georgia,08-08-2020,213427,4186,08,08,2020
Grand Princess,08-08-2020,103,3,08,08,2020
Guam,08-08-2020,411,5,08,08,2020
Hawaii,08-08-2020,3346,31,08,08,2020
Idaho,08-08-2020,24497,235,08,08,2020
Illinois,08-08-2020,193998,7840,08,08,2020
Indiana,08-08-2020,73287,2974,08,08,2020
Iowa,08-08-2020,48535,927,08,08,2020
Kansas,08-08-2020,30445,380,08,08,2020
Kentucky,08-08-2020,34578,772,08,08,2020
Louisiana,08-08-2020,128746,4207,08,08,2020
Maine,08-08-2020,4028,125,08,08,2020
Maryland,08-08-2020,94581,3577,08,08,2020
Massachusetts,08-08-2020,120711,8721,08,08,2020
Michigan,08-08-2020,96191,6520,08,08,2020
Minnesota,08-08-2020,60101,1689,08,08,2020
Mississippi,08-08-2020,66646,1874,08,08,2020
Missouri,08-08-2020,58964,1347,08,08,2020
Montana,08-08-2020,4889,75,08,08,2020
Nebraska,08-08-2020,28245,345,08,08,2020
Nevada,08-08-2020,55419,949,08,08,2020
New Hampshire,08-08-2020,6818,419,08,08,2020
New Jersey,08-08-2020,187033,15869,08,08,2020
New Mexico,08-08-2020,22115,681,08,08,2020
New York,08-08-2020,420345,32601,08,08,2020
North Carolina,08-08-2020,134948,2184,08,08,2020
North Dakota,08-08-2020,7586,112,08,08,2020
Northern Mariana Islands,08-08-2020,48,2,08,08,2020
Ohio,08-08-2020,99969,3374,08,08,2020
Oklahoma,08-08-2020,43080,603,08,08,2020
Oregon,08-08-2020,21010,355,08,08,2020
Pennsylvania,08-08-2020,122238,7315,08,08,2020
Puerto Rico,08-08-2020,21424,274,08,08,2020
Rhode Island,08-08-2020,19738,1037,08,08,2020
South Carolina,08-08-2020,99460,2007,08,08,2020
South Dakota,08-08-2020,9477,146,08,08,2020
Tennessee,08-08-2020,119217,1215,08,08,2020
Texas,08-08-2020,493381,9448,08,08,2020
Utah,08-08-2020,43751,335,08,08,2020
Vermont,08-08-2020,1454,58,08,08,2020
Virgin Islands,08-08-2020,528,9,08,08,2020
Virginia,08-08-2020,99189,2322,08,08,2020
Washington,08-08-2020,63189,1711,08,08,2020
West Virginia,08-08-2020,7563,131,08,08,2020
Wisconsin,08-08-2020,59933,996,08,08,2020
Wyoming,08-08-2020,3015,28,08,08,2020
Alabama,04-21-2020,5404,183,04,21,2020
Alaska,04-21-2020,329,9,04,21,2020
American Samoa,04-21-2020,0,0,04,21,2020
Arizona,04-21-2020,5256,208,04,21,2020
Arkansas,04-21-2020,1990,42,04,21,2020
California,04-21-2020,35750,1289,04,21,2020
Colorado,04-21-2020,15853,1059,04,21,2020
Connecticut,04-21-2020,20360,1423,04,21,2020
Delaware,04-21-2020,2931,106,04,21,2020
Diamond Princess,04-21-2020,49,0,04,21,2020
District of Columbia,04-21-2020,3098,112,04,21,2020
Florida,04-21-2020,27869,867,04,21,2020
Georgia,04-21-2020,19881,798,04,21,2020
Grand Princess,04-21-2020,103,0,04,21,2020
Guam,04-21-2020,136,5,04,21,2020
Hawaii,04-21-2020,586,10,04,21,2020
Idaho,04-21-2020,1736,48,04,21,2020
Illinois,04-21-2020,33059,1468,04,21,2020
Indiana,04-21-2020,12097,790,04,21,2020
Iowa,04-21-2020,3641,83,04,21,2020
Kansas,04-21-2020,2164,109,04,21,2020
Kentucky,04-21-2020,3204,171,04,21,2020
Louisiana,04-21-2020,24854,1405,04,21,2020
Maine,04-21-2020,888,36,04,21,2020
Maryland,04-21-2020,14193,652,04,21,2020
Massachusetts,04-21-2020,41199,1961,04,21,2020
Michigan,04-21-2020,32667,2575,04,21,2020
Minnesota,04-21-2020,2567,160,04,21,2020
Mississippi,04-21-2020,4716,183,04,21,2020
Missouri,04-21-2020,6162,226,04,21,2020
Montana,04-21-2020,437,12,04,21,2020
Nebraska,04-21-2020,1685,33,04,21,2020
Nevada,04-21-2020,3937,163,04,21,2020
New Hampshire,04-21-2020,1490,42,04,21,2020
New Jersey,04-21-2020,92387,4753,04,21,2020
New Mexico,04-21-2020,1971,58,04,21,2020
New York,04-21-2020,258361,19037,04,21,2020
North Carolina,04-21-2020,7134,245,04,21,2020
North Dakota,04-21-2020,677,13,04,21,2020
Northern Mariana Islands,04-21-2020,14,2,04,21,2020
Ohio,04-21-2020,13725,699,04,21,2020
Oklahoma,04-21-2020,2807,164,04,21,2020
Oregon,04-21-2020,2004,78,04,21,2020
Pennsylvania,04-21-2020,35077,1651,04,21,2020
Puerto Rico,04-21-2020,1298,64,04,21,2020
Rhode Island,04-21-2020,5500,214,04,21,2020
South Carolina,04-21-2020,4439,124,04,21,2020
South Dakota,04-21-2020,1755,8,04,21,2020
Tennessee,04-21-2020,7649,157,04,21,2020
Texas,04-21-2020,15320,582,04,21,2020
Utah,04-21-2020,3297,32,04,21,2020
Vermont,04-21-2020,818,40,04,21,2020
Virgin Islands,04-21-2020,53,3,04,21,2020
Virginia,04-21-2020,9630,324,04,21,2020
Washington,04-21-2020,12392,725,04,21,2020
West Virginia,04-21-2020,908,26,04,21,2020
Wisconsin,04-21-2020,4625,244,04,21,2020
Wyoming,04-21-2020,443,2,04,21,2020
Alabama,04-20-2020,5163,163,04,20,2020
Alaska,04-20-2020,321,9,04,20,2020
American Samoa,04-20-2020,0,0,04,20,2020
Arizona,04-20-2020,5068,191,04,20,2020
Arkansas,04-20-2020,1973,41,04,20,2020
California,04-20-2020,33559,1201,04,20,2020
Colorado,04-20-2020,15244,1027,04,20,2020
Connecticut,04-20-2020,19815,1331,04,20,2020
Delaware,04-20-2020,2745,101,04,20,2020
Diamond Princess,04-20-2020,49,0,04,20,2020
District of Columbia,04-20-2020,2927,105,04,20,2020
Florida,04-20-2020,27059,822,04,20,2020
Georgia,04-20-2020,19407,775,04,20,2020
Grand Princess,04-20-2020,103,0,04,20,2020
Guam,04-20-2020,136,5,04,20,2020
Hawaii,04-20-2020,584,10,04,20,2020
Idaho,04-20-2020,1672,45,04,20,2020
Illinois,04-20-2020,31513,1349,04,20,2020
Indiana,04-20-2020,11688,740,04,20,2020
Iowa,04-20-2020,3159,79,04,20,2020
Kansas,04-20-2020,2048,102,04,20,2020
Kentucky,04-20-2020,3050,154,04,20,2020
Louisiana,04-20-2020,24523,1328,04,20,2020
Maine,04-20-2020,875,35,04,20,2020
Maryland,04-20-2020,13684,582,04,20,2020
Massachusetts,04-20-2020,38077,1706,04,20,2020
Michigan,04-20-2020,32000,2468,04,20,2020
Minnesota,04-20-2020,2470,143,04,20,2020
Mississippi,04-20-2020,4512,169,04,20,2020
Missouri,04-20-2020,5953,210,04,20,2020
Montana,04-20-2020,433,10,04,20,2020
Nebraska,04-20-2020,1648,33,04,20,2020
Nevada,04-20-2020,3830,159,04,20,2020
New Hampshire,04-20-2020,1447,42,04,20,2020
New Jersey,04-20-2020,88722,4496,04,20,2020
New Mexico,04-20-2020,1971,58,04,20,2020
New York,04-20-2020,253060,18598,04,20,2020
North Carolina,04-20-2020,6895,218,04,20,2020
North Dakota,04-20-2020,644,9,04,20,2020
Northern Mariana Islands,04-20-2020,14,2,04,20,2020
Ohio,04-20-2020,12919,661,04,20,2020
Oklahoma,04-20-2020,2680,143,04,20,2020
Oregon,04-20-2020,1957,75,04,20,2020
Pennsylvania,04-20-2020,33833,1397,04,20,2020
Puerto Rico,04-20-2020,1252,63,04,20,2020
Rhode Island,04-20-2020,5090,196,04,20,2020
South Carolina,04-20-2020,4446,123,04,20,2020
South Dakota,04-20-2020,1685,7,04,20,2020
Tennessee,04-20-2020,7361,152,04,20,2020
Texas,04-20-2020,14622,550,04,20,2020
Utah,04-20-2020,3213,28,04,20,2020
Vermont,04-20-2020,816,38,04,20,2020
Virgin Islands,04-20-2020,53,3,04,20,2020
Virginia,04-20-2020,8990,300,04,20,2020
Washington,04-20-2020,12114,709,04,20,2020
West Virginia,04-20-2020,902,24,04,20,2020
Wisconsin,04-20-2020,4499,230,04,20,2020
Wyoming,04-20-2020,317,2,04,20,2020
Alabama,10-28-2020,188775,2911,10,28,2020
Alaska,10-28-2020,15160,71,10,28,2020
American Samoa,10-28-2020,0,0,10,28,2020
Arizona,10-28-2020,241165,5905,10,28,2020
Arkansas,10-28-2020,108640,1875,10,28,2020
California,10-28-2020,925861,17484,10,28,2020
Colorado,10-28-2020,116482,2526,10,28,2020
Connecticut,10-28-2020,69127,4604,10,28,2020
Delaware,10-28-2020,24392,721,10,28,2020
Diamond Princess,10-28-2020,49,0,10,28,2020
District of Columbia,10-28-2020,16973,644,10,28,2020
Florida,10-28-2020,790426,16571,10,28,2020
Georgia,10-28-2020,355025,7876,10,28,2020
Grand Princess,10-28-2020,103,3,10,28,2020
Guam,10-28-2020,4466,76,10,28,2020
Hawaii,10-28-2020,14834,213,10,28,2020
Idaho,10-28-2020,61785,599,10,28,2020
Illinois,10-28-2020,393797,9889,10,28,2020
Indiana,10-28-2020,169112,4381,10,28,2020
Iowa,10-28-2020,120635,1691,10,28,2020
Kansas,10-28-2020,83535,1009,10,28,2020
Kentucky,10-28-2020,101494,1442,10,28,2020
Louisiana,10-28-2020,181443,5890,10,28,2020
Maine,10-28-2020,6386,146,10,28,2020
Maryland,10-28-2020,142425,4115,10,28,2020
Massachusetts,10-28-2020,154218,8636,10,28,2020
Michigan,10-28-2020,185934,7606,10,28,2020
Minnesota,10-28-2020,139444,2440,10,28,2020
Mississippi,10-28-2020,117617,3302,10,28,2020
Missouri,10-28-2020,183955,2903,10,28,2020
Montana,10-28-2020,29966,325,10,28,2020
Nebraska,10-28-2020,66545,628,10,28,2020
Nevada,10-28-2020,97479,1766,10,28,2020
New Hampshire,10-28-2020,10641,478,10,28,2020
New Jersey,10-28-2020,243995,16324,10,28,2020
New Mexico,10-28-2020,43826,991,10,28,2020
New York,10-28-2020,504689,33505,10,28,2020
North Carolina,10-28-2020,266136,4245,10,28,2020
North Dakota,10-28-2020,41274,488,10,28,2020
Northern Mariana Islands,10-28-2020,92,2,10,28,2020
Ohio,10-28-2020,205347,5207,10,28,2020
Oklahoma,10-28-2020,119152,1286,10,28,2020
Oregon,10-28-2020,43228,671,10,28,2020
Pennsylvania,10-28-2020,205907,8707,10,28,2020
Puerto Rico,10-28-2020,63587,813,10,28,2020
Rhode Island,10-28-2020,31944,1204,10,28,2020
South Carolina,10-28-2020,173491,3876,10,28,2020
South Dakota,10-28-2020,42000,384,10,28,2020
Tennessee,10-28-2020,252508,3241,10,28,2020
Texas,10-28-2020,914169,18519,10,28,2020
Utah,10-28-2020,108803,588,10,28,2020
Vermont,10-28-2020,2120,58,10,28,2020
Virgin Islands,10-28-2020,1353,21,10,28,2020
Virginia,10-28-2020,176754,3616,10,28,2020
Washington,10-28-2020,107843,2316,10,28,2020
West Virginia,10-28-2020,23067,438,10,28,2020
Wisconsin,10-28-2020,221559,1897,10,28,2020
Wyoming,10-28-2020,12146,77,10,28,2020
Alabama,10-29-2020,190113,2914,10,29,2020
Alaska,10-29-2020,15531,77,10,29,2020
American Samoa,10-29-2020,0,0,10,29,2020
Arizona,10-29-2020,242480,5918,10,29,2020
Arkansas,10-29-2020,109712,1894,10,29,2020
California,10-29-2020,930253,17513,10,29,2020
Colorado,10-29-2020,119684,2556,10,29,2020
Connecticut,10-29-2020,70446,4609,10,29,2020
Delaware,10-29-2020,24553,729,10,29,2020
Diamond Princess,10-29-2020,49,0,10,29,2020
District of Columbia,10-29-2020,17074,645,10,29,2020
Florida,10-29-2020,794624,16648,10,29,2020
Georgia,10-29-2020,356848,7923,10,29,2020
Grand Princess,10-29-2020,103,3,10,29,2020
Guam,10-29-2020,4549,78,10,29,2020
Hawaii,10-29-2020,14911,215,10,29,2020
Idaho,10-29-2020,62746,615,10,29,2020
Illinois,10-29-2020,400159,9945,10,29,2020
Indiana,10-29-2020,172730,4420,10,29,2020
Iowa,10-29-2020,122950,1705,10,29,2020
Kansas,10-29-2020,86270,1010,10,29,2020
Kentucky,10-29-2020,103305,1461,10,29,2020
Louisiana,10-29-2020,181837,5908,10,29,2020
Maine,10-29-2020,6466,146,10,29,2020
Maryland,10-29-2020,143387,4127,10,29,2020
Massachusetts,10-29-2020,155564,8648,10,29,2020
Michigan,10-29-2020,190043,7653,10,29,2020
Minnesota,10-29-2020,142311,2472,10,29,2020
Mississippi,10-29-2020,118587,3310,10,29,2020
Missouri,10-29-2020,184675,2910,10,29,2020
Montana,10-29-2020,30853,337,10,29,2020
Nebraska,10-29-2020,68150,637,10,29,2020
Nevada,10-29-2020,98552,1769,10,29,2020
New Hampshire,10-29-2020,10768,482,10,29,2020
New Jersey,10-29-2020,245970,16332,10,29,2020
New Mexico,10-29-2020,44904,994,10,29,2020
New York,10-29-2020,507040,33524,10,29,2020
North Carolina,10-29-2020,269021,4283,10,29,2020
North Dakota,10-29-2020,42647,499,10,29,2020
Northern Mariana Islands,10-29-2020,92,2,10,29,2020
Ohio,10-29-2020,208937,5247,10,29,2020
Oklahoma,10-29-2020,120193,1306,10,29,2020
Oregon,10-29-2020,43793,673,10,29,2020
Pennsylvania,10-29-2020,208311,8743,10,29,2020
Puerto Rico,10-29-2020,64798,814,10,29,2020
Rhode Island,10-29-2020,32312,1208,10,29,2020
South Carolina,10-29-2020,174591,3889,10,29,2020
South Dakota,10-29-2020,43000,403,10,29,2020
Tennessee,10-29-2020,254866,3263,10,29,2020
Texas,10-29-2020,921311,18633,10,29,2020
Utah,10-29-2020,110640,598,10,29,2020
Vermont,10-29-2020,2141,58,10,29,2020
Virgin Islands,10-29-2020,1353,21,10,29,2020
Virginia,10-29-2020,178183,3636,10,29,2020
Washington,10-29-2020,108954,2320,10,29,2020
West Virginia,10-29-2020,23466,445,10,29,2020
Wisconsin,10-29-2020,226704,1948,10,29,2020
Wyoming,10-29-2020,12507,87,10,29,2020
Alabama,07-12-2020,54781,1121,07,12,2020
Alaska,07-12-2020,1511,17,07,12,2020
American Samoa,07-12-2020,0,0,07,12,2020
Arizona,07-12-2020,122467,2237,07,12,2020
Arkansas,07-12-2020,28367,321,07,12,2020
California,07-12-2020,335708,7028,07,12,2020
Colorado,07-12-2020,42185,1775,07,12,2020
Connecticut,07-12-2020,47287,4348,07,12,2020
Delaware,07-12-2020,12804,579,07,12,2020
Diamond Princess,07-12-2020,49,0,07,12,2020
District of Columbia,07-12-2020,10847,568,07,12,2020
Florida,07-12-2020,269811,4242,07,12,2020
Georgia,07-12-2020,116935,3003,07,12,2020
Grand Princess,07-12-2020,103,3,07,12,2020
Guam,07-12-2020,310,5,07,12,2020
Hawaii,07-12-2020,1220,19,07,12,2020
Idaho,07-12-2020,10903,102,07,12,2020
Illinois,07-12-2020,155048,7388,07,12,2020
Indiana,07-12-2020,51612,2694,07,12,2020
Iowa,07-12-2020,35410,752,07,12,2020
Kansas,07-12-2020,18981,297,07,12,2020
Kentucky,07-12-2020,19389,625,07,12,2020
Louisiana,07-12-2020,78122,3416,07,12,2020
Maine,07-12-2020,3539,114,07,12,2020
Maryland,07-12-2020,73109,3319,07,12,2020
Massachusetts,07-12-2020,111597,8325,07,12,2020
Michigan,07-12-2020,76776,6314,07,12,2020
Minnesota,07-12-2020,42281,1540,07,12,2020
Mississippi,07-12-2020,36287,1249,07,12,2020
Missouri,07-12-2020,28726,1103,07,12,2020
Montana,07-12-2020,1758,29,07,12,2020
Nebraska,07-12-2020,21172,285,07,12,2020
Nevada,07-12-2020,27683,593,07,12,2020
New Hampshire,07-12-2020,6054,391,07,12,2020
New Jersey,07-12-2020,176708,15525,07,12,2020
New Mexico,07-12-2020,15028,545,07,12,2020
New York,07-12-2020,401706,32186,07,12,2020
North Carolina,07-12-2020,85771,1522,07,12,2020
North Dakota,07-12-2020,4437,87,07,12,2020
Northern Mariana Islands,07-12-2020,33,2,07,12,2020
Ohio,07-12-2020,65592,2780,07,12,2020
Oklahoma,07-12-2020,20235,422,07,12,2020
Oregon,07-12-2020,12170,234,07,12,2020
Pennsylvania,07-12-2020,99294,6909,07,12,2020
Puerto Rico,07-12-2020,9654,167,07,12,2020
Rhode Island,07-12-2020,17312,1003,07,12,2020
South Carolina,07-12-2020,56648,961,07,12,2020
South Dakota,07-12-2020,7499,109,07,12,2020
Tennessee,07-12-2020,63073,741,07,12,2020
Texas,07-12-2020,257729,3455,07,12,2020
Utah,07-12-2020,29484,215,07,12,2020
Vermont,07-12-2020,1296,56,07,12,2020
Virgin Islands,07-12-2020,181,6,07,12,2020
Virginia,07-12-2020,70670,1966,07,12,2020
Washington,07-12-2020,41749,1405,07,12,2020
West Virginia,07-12-2020,4244,96,07,12,2020
Wisconsin,07-12-2020,36448,820,07,12,2020
